fid,OBJECTID,ParcelID,TaxYear,Address,AddrNumber,AddrPreDir,AddrStreet,AddrSuffix,AddrPosDir,AddrUntTyp,AddrUnit,Owner,OwnerAddr1,OwnerAddr2,TaxDist,TotAssess,LandAssess,ImprAssess,TotAppr,LandAppr,ImprAppr,LUCode,ClassCode,ExCode,LivUnits,LandAcres,NbrHood,Subdiv,SubdivNum,SubdivLot,SubdivBlck,FeatureID,Shape__Are,Shape__Len,__owner_un,__addr_uni,__owner_co,__addr_cou,__Owner,__OwnerAdd,__OwnerA_1
451,24807,09F240100830618,2020,6010 MALLORY RD,6010,,MALLORY,RD,,,,CERBERUS SFR HOLDINGS II L P,1850 PARKWAY PL SUITE 900,MARIETTA GA 30067,55,32440,8720,23720,81100,21800,59300,101,R3,,1,0.4868,9607,,,,,09F240100830618,20423.54712,653.2954598,,,344,144,CERBERUS SFR HOLDINGS,1850 PARKWAY PL SUITE 900,MARIETTA GA 30067
452,24808,09F240100830626,2020,6020 MALLORY RD,6020,,MALLORY,RD,,,,ARLP REO VII LLC,36 C STRAND ST,CHRISTIANSTED AA 00820,55,28000,7040,20960,70000,17600,52400,101,R3,,1,0.5321,9607,,,,,09F240100830626,23312.74414,694.2267984,,,684,19,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,36 C STRAND ST,CHRISTIANSTED AA 00820
453,24816,09F240100831004,2020,4125 FLAT SHOALS RD,4125,,FLAT SHOALS,RD,,,,SRP SUB LLC,8665 E HARTFORD SUITE 200,SCOTTSDALE AZ 85255,55,21280,4480,16800,53200,11200,42000,101,R3,,1,1,9600,,,,,09F240100831004,38255.55908,835.1262393,,,863,32,INVITATION HOMES,8665 E HARTFORD SUITE 200,SCOTTSDALE AZ 85255
454,24831,09F240100831251,2020,4016 SHENFIELD DR,4016,,SHENFIELD,DR,,,,HOME SFR BORROWER IV LLC,5100 TAMARIND REEF,CHRISTIANSTED 00820,55,38000,8800,29200,95000,22000,73000,101,R3,,1,0.1096,9650,,,,,09F240100831251,4915.496094,311.158874,,,684,464,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,5100 TAMARIND REEF,CHRISTIANSTED 00820
455,24840,09F240100831343,2020,3980 SHENFIELD DR,3980,,SHENFIELD,DR,,,,SRP SUB LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE AZ 85255,55,42480,9200,33280,106200,23000,83200,101,R3,,1,0.1384,9650,,,,,09F240100831343,5759.850586,334.690985,,,863,80,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE AZ 85255
456,24854,09F240100831483,2020,3924 SHENFIELD DR,3924,,SHENFIELD,DR,,,,2015 3 IH2 BORROWER LP,10 GLENLAKE PKWY STE 400,ATLANTA GA 30328-3421,55,47160,8760,38400,117900,21900,96000,101,R3,,1,0.1061,9650,,,,,09F240100831483,4860.193848,306.3697143,,,863,54,INVITATION HOMES,10 GLENLAKE PKWY STE 400,ATLANTA GA 30328-3421
457,24939,09F240100832341,2020,3891 SHENFIELD DR,3891,,SHENFIELD,DR,,,,IH3 PROPERTY GEORGIA LP,950 N POINT PKWY # 350,ALPHARETTA GA 30005,55,47880,8840,39040,119700,22100,97600,101,R3,,1,0.1103,9650,,,,,09F240100832341,4825.312744,308.5525322,,,863,2,INVITATION HOMES,950 N POINT PKWY # 350,ALPHARETTA GA 30005
458,25001,09F240100832978,2020,4197 SHOALS LN,4197,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100832978,836.059082,125.3266353,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
459,25002,09F240100832986,2020,4193 SHOALS LN,4193,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100832986,846.793457,125.8189643,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
460,25003,09F240100832994,2020,4189 SHOALS LN,4189,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100832994,822.5908203,124.5586027,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
461,25004,09F240100833000,2020,4185 SHOALS LN,4185,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833000,839.6062012,125.2258033,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
462,25005,09F240100833018,2020,4181 SHOALS LN,4181,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833018,983.6208496,131.8473229,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
463,25006,09F240100833026,2020,4177 SHOALS LN,4177,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833026,819.0124512,122.972587,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
464,25009,09F240100833059,2020,4165 SHOALS LN,4165,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833059,788.4343262,122.3285558,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
465,25011,09F240100833075,2020,4157 SHOALS LN,4157,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833075,826.8796387,124.6881504,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
466,25012,09F240100833083,2020,4153 SHOALS LN,4153,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833083,789.9499512,121.8756756,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
467,25014,09F240100833109,2020,4145 SHOALS LN,4145,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833109,839.059082,124.7592491,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
468,25015,09F240100833117,2020,4141 SHOALS LN,4141,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833117,799.4968262,123.1856225,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
469,25016,09F240100833125,2020,4137 SHOALS LN,4137,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833125,842.6994629,125.4918451,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
470,25017,09F240100833133,2020,4133 SHOALS LN,4133,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833133,826.8876953,125.0994485,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
471,25018,09F240100833141,2020,4129 SHOALS LN,4129,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833141,861.762207,127.0626484,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
472,25019,09F240100833158,2020,4125 SHOALS LN,4125,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833158,824.152832,124.1280783,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
473,25020,09F240100833166,2020,4121 SHOALS LN,4121,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833166,821.7312012,123.8751581,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
474,25021,09F240100833174,2020,4117 SHOALS LN,4117,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833174,799.2158203,122.7497545,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
475,25022,09F240100833182,2020,4113 SHOALS LN,4113,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833182,840.605957,124.6251463,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
476,25023,09F240100833190,2020,4109 SHOALS LN,4109,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833190,796.871582,122.499755,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
477,25024,09F240100833208,2020,4105 SHOALS LN,4105,,SHOALS,LN,,,,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236,55,4360,4360,0,10900,10900,0,100,R3,,0,0.0358,9705,,T,,,09F240100833208,816.9187012,123.3751591,,,338,333,BUILDERS PROFESSIONAL GROUP LLC,9497 THORNTON BLVD,JONESBORO GA 30236
478,25175,09F240201031637,2020,135 MELANIE CT,135,,MELANIE,CT,,,,CERBERUS SFR HOLDINGS II LP,1850 PKWY PL SUITE 900,MARIETTA GA 30067,55,45120,8200,36920,112800,20500,92300,101,R3,,1,0.4537,9607,,,,,09F240201031637,19073.41577,572.0095244,,,344,6,CERBERUS SFR HOLDINGS,1850 PKWY PL SUITE 900,MARIETTA GA 30067
479,25199,09F240201031942,2020,4185 MONAGHAN WAY,4185,,MONAGHAN,WAY,,,,2017 1 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS TX 75201,55,57160,4320,52840,142900,10800,132100,101,R3,,1,0.193,9711,,23034,3,,09F240201031942,8358.901123,414.0837439,,,863,287,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS TX 75201
480,25236,09F240201032429,2020,610 LEITRIM WAY,610,,LEITRIM,WAY,,,,CSMA BLT LLC,1850 PARKWAY PL # 900,MARIETTA GA 30067,55,80000,6040,73960,200000,15100,184900,101,R3,,1,0.1349,9711,,23034,51,,09F240201032429,5730.827881,308.527678,,,344,5,CERBERUS SFR HOLDINGS,1850 PARKWAY PL # 900,MARIETTA GA 30067
481,25237,09F240201032437,2020,620 LEITRIM WAY,620,,LEITRIM,WAY,,,,CPI AMHERST SFR PROGRAM OWNER L L C,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,75920,6280,69640,189800,15700,174100,101,R3,,1,0.1338,9711,,23034,52,,09F240201032437,5641.68042,306.6056726,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
482,25288,09F240401030058,2020,4100 PIERCE RD,4100,,PIERCE,RD,,,,RESI TL1 BORROWER LLC,1110 STRAND ST SUITE 2A,CHRISTIANSTED VI 00820,55,40280,8000,32280,100700,20000,80700,101,R3,,1,0.4132,9607,,,,,09F240401030058,18266.24951,560.9615545,,,684,98,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,1110 STRAND ST SUITE 2A,CHRISTIANSTED VI 00820
483,25417,09F240701040443,2020,3720 BENCH MARK DR,3720,,BENCH MARK,DR,,,,CC ATL II LLC,11 PIEDMONT CTR STE 300,ATLANTA GA 30305,55,31880,4880,27000,79700,12200,67500,101,R3,,1,0.312,9608,,,,,09F240701040443,13487.82642,479.036874,,,377,39,SYLVAN ROAD CAPITAL AND SUBSIDIARIES,11 PIEDMONT CTR STE 300,ATLANTA GA 30305
484,25439,09F240701040682,2020,575 TRANSIT CIR,575,,TRANSIT,CIR,,,,SRP SUB LLC,8665 E HARTFORD SUITE 200,SCOTTSDALE AZ 85255,55,22320,4640,17680,55800,11600,44200,101,R3,,1,0.241,9608,,,,,09F240701040682,10255.71558,436.7462101,,,863,32,INVITATION HOMES,8665 E HARTFORD SUITE 200,SCOTTSDALE AZ 85255
485,25443,09F240701040732,2020,235 AZIMUTH CT,235,,AZIMUTH,CT,,,,ALTO ASSET COMPANY 1 LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,30840,5240,25600,77100,13100,64000,101,R3,,1,0.423,9608,,,,,09F240701040732,15769.70825,543.4366969,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
486,25471,09F240800830199,2020,3940 SHANDRA WAY,3940,,SHANDRA,WAY,,,,BAF 1 LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,38880,5080,33800,97200,12700,84500,101,R3,,1,0.73,9608,,,,,09F240800830199,30931.03491,708.6285111,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
487,25480,09F240800830298,2020,3900 SHANDRA WAY,3900,,SHANDRA,WAY,,,,FYR SFR BORROWER LLC,5100 TAMARIND REEF,CHRISTIANSTED VI 00820,55,36600,4960,31640,91500,12400,79100,101,R3,,1,0.6884,9608,,,,,09F240800830298,28891.91699,687.5544434,,,684,464,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,5100 TAMARIND REEF,CHRISTIANSTED VI 00820
488,25507,09F240901040219,2020,5845 BEARING WAY,5845,,BEARING,WAY,,,,SRMZ 4 ASSET COMPANY 1 LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,24120,5000,19120,60300,12500,47800,101,R3,,1,0.2828,9608,,,,,09F240901040219,11473.88965,460.4650102,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
489,25521,09F241001040059,2020,3655 TATE RD,3655,,TATE,RD,,,,CCA ATL LLC,11 PIEDMONT CTR STE 300,ATLANTA GA 30305,55,30320,5560,24760,75800,13900,61900,101,R3,,1,0.4591,9608,,,,,09F241001040059,19824.1377,596.3021645,,,377,39,SYLVAN ROAD CAPITAL AND SUBSIDIARIES,11 PIEDMONT CTR STE 300,ATLANTA GA 30305
490,25523,09F241001040075,2020,3635 TATE RD,3635,,TATE,RD,,,,HOME SFR BORROWER LLC,8300 N MOPAC EXPRESSWAY STE 200,AUSTIN TX 78759,55,35840,5360,30480,89600,13400,76200,101,R3,,1,0.4591,9608,,,,,09F241001040075,19611.41724,593.8973495,,,798,39,AMHERST HOLDINGS AND SUBSIDIARIES,8300 N MOPAC EXPRESSWAY STE 200,AUSTIN TX 78759
491,25586,09F250201061997,2020,0 MAKEOVER CT,0,,MAKEOVER,CT,,,,D R HORTON INC,8800 ROSWELL RD SUITE B 100,SANDY SPRINGS GA 30350,55,12120,12120,0,30300,30300,0,100,R3,,0,0.22,96071,,2018-0333,CA 1G1,,09F250201061997,9535.644531,446.4393833,,,484,14,D R HORTON INC,8800 ROSWELL RD SUITE B 100,SANDY SPRINGS GA 30350
492,25599,09F250201060668,2020,5560 BUSH RD,5560,,BUSH,RD,,,,VSP ATLANTA LLC,3495 PIEDMONT RD BLDG/STE 11/300,ATLANTA GA 30305,55,33400,4600,28800,83500,11500,72000,101,R3,,1,0.7814,9607,,,,,09F250201060668,30865.91797,854.4579703,,,377,11,SYLVAN ROAD CAPITAL AND SUBSIDIARIES,3495 PIEDMONT RD BLDG/STE 11/300,ATLANTA GA 30305
493,25755,09F250601050343,2020,3800 MORNING CREEK DR,3800,,MORNING CREEK,DR,,,,SRMZ 3 LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,36080,6760,29320,90200,16900,73300,101,R3,,1,0.4109,9608,,,,,09F250601050343,17164.31006,570.9976419,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
494,25781,09F250601050632,2020,5645 MORNING CREEK CIR,5645,,MORNING CREEK,CIR,,,,CC ATL LLC,11 PIEDMONT CTR STE 300,ATLANTA GA 30305,55,29240,6120,23120,73100,15300,57800,101,R3,,1,0.3551,9608,,,,,09F250601050632,16075.61133,536.2568422,,,377,39,SYLVAN ROAD CAPITAL AND SUBSIDIARIES,11 PIEDMONT CTR STE 300,ATLANTA GA 30305
495,25874,09F250701050706,2020,3825 SPRINGSIDE LN,3825,,SPRINGSIDE,LN,,,,RNTR 3 LLC,3495 PIEDMONT RD BLDG 11,ATLANTA GA 30305,55,33720,5680,28040,84300,14200,70100,101,R3,,1,0.2824,9608,,,,,09F250701050706,11940.48193,450.5709103,,,377,178,SYLVAN ROAD CAPITAL AND SUBSIDIARIES,3495 PIEDMONT RD BLDG 11,ATLANTA GA 30305
496,25882,09F250701050789,2020,3790 CREEKVIEW CIR,3790,,CREEKVIEW,CIR,,,,SRMZ 2 LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,28640,5720,22920,71600,14300,57300,101,R3,,1,0.2864,9608,,,,,09F250701050789,13380.82373,501.7575018,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
497,25901,09F250701051019,2020,5405 MORNING CREEK CIR,5405,,MORNING CREEK,CIR,,,,SWAY 2014 1 BORROWER LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE AZ 85255,55,25880,5760,20120,64700,14400,50300,101,R3,,1,0.2927,9608,,,,,09F250701051019,13289.80908,481.4556476,,,863,80,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE AZ 85255
498,25950,09F251001060189,2020,3985 MELANIE WOODS DR,3985,,MELANIE WOODS,DR,,,,SWAY 2014 1 BORROWER LLC,8665 E HARTFORD DR STE 200,SCOTTSDALE AZ 85255,55,44440,7880,36560,111100,19700,91400,101,R3,,1,0.4888,96081,,,,,09F251001060189,17136.71265,530.5602101,,,863,80,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE AZ 85255
499,25965,09F260101061443,2020,275 MARRIOTT DR,275,,MARRIOTT,DR,,,,IH4 PROPERTY GEORGIA L P,950 N POINT PKWY STE 350,ALPHARETTA GA 30005,55,46400,9640,36760,116000,24100,91900,101,R3,,1,0.1458,9709,,,,,09F260101061443,6110.808105,332.1237991,,,863,19,INVITATION HOMES,950 N POINT PKWY STE 350,ALPHARETTA GA 30005
500,25968,09F260101061500,2020,215 MARRIOTT DR,215,,MARRIOTT,DR,,,,2017 1 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS TX 75201,55,54360,9800,44560,135900,24500,111400,101,R3,,1,0.1663,9709,,,,,09F260101061500,7360.221924,381.5994342,,,863,287,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS TX 75201
501,25989,09F260101061716,2020,4158 WINSTON CIR,4158,,WINSTON,CIR,,,,2018 2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS TX 75201,55,47360,10040,37320,118400,25100,93300,101,R3,,1,0.2023,9709,,,,,09F260101061716,8851.102783,383.3293455,,,863,287,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS TX 75201
502,25999,09F260101061815,2020,360 MARRIOTT DR,360,,MARRIOTT,DR,,,,2017 2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS TX 75201,55,60880,9880,51000,152200,24700,127500,101,R3,,1,0.1795,9709,,,,,09F260101061815,7701.531494,340.4656424,,,863,287,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS TX 75201
503,26003,09F260101061856,2020,420 MARRIOTT DR,420,,MARRIOTT,DR,,,,HOME SFR BORROWER LLC,8300 N MOPAC EXPRESSWAY STE 200,AUSTIN TX 78759,55,51600,9440,42160,129000,23600,105400,101,R3,,1,0.1199,9709,,,,,09F260101061856,5090.073242,294.9271027,,,798,39,AMHERST HOLDINGS AND SUBSIDIARIES,8300 N MOPAC EXPRESSWAY STE 200,AUSTIN TX 78759
504,26007,09F260101061898,2020,460 MARRIOTT DR,460,,MARRIOTT,DR,,,,IH4 PROPERTY GEORGIA L P,10 GLENLAKE PKWY STE 400,ATLANTA GA 30328,55,48080,9840,38240,120200,24600,95600,101,R3,,1,0.1722,9709,,,,,09F260101061898,7404.549072,376.1164239,,,863,54,INVITATION HOMES,10 GLENLAKE PKWY STE 400,ATLANTA GA 30328
505,26012,09F260101061948,2020,465 MARRIOTT DR,465,,MARRIOTT,DR,,,,HOME SFR BORROWER LLC,8300 N MOPAC EXPRESSWAY STE 200,AUSTIN TX 78759,55,59560,12600,46960,148900,31500,117400,101,R3,,1,0.3001,9709,,,,,09F260101061948,11864.53247,478.4776988,,,798,39,AMHERST HOLDINGS AND SUBSIDIARIES,8300 N MOPAC EXPRESSWAY STE 200,AUSTIN TX 78759
506,26035,09F260101070832,2020,4250 WINSTON CIR,4250,,WINSTON,CIR,,,,SRMZ 2 LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,46400,9560,36840,116000,23900,92100,101,R3,,1,0.1324,9709,,,,,09F260101070832,5609.463867,318.305654,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
507,26039,09F260101070873,2020,4266 WINSTON CIR,4266,,WINSTON,CIR,,,,2014 3 IH BORROWER L P,901 MAIN ST SUITE 4700,DALLAS TX 75202,55,55520,9560,45960,138800,23900,114900,101,R3,,1,0.1366,9709,,,,,09F260101070873,5698.66748,319.8683912,,,863,113,INVITATION HOMES,901 MAIN ST SUITE 4700,DALLAS TX 75202
508,26048,09F260101070964,2020,555 VENTURA LN,555,,VENTURA,LN,,,,2014 2 IH BORROWER L P,901 MAIN ST STE 4700,DALLAS TX 75202,55,47600,9440,38160,119000,23600,95400,101,R3,,1,0.1174,9709,,,,,09F260101070964,4877.417969,286.6921371,,,863,23,INVITATION HOMES,901 MAIN ST STE 4700,DALLAS TX 75202
509,26071,09F260101071194,2020,5577 WAVERLY PARK,5577,,WAVERLY PARK,,,,,FYR SFR BORROWER LLC,5100 TAMARIND REEF,CHRISTIANSTED VI 00820,55,49640,9720,39920,124100,24300,99800,101,R3,,1,0.158,9709,,,,,09F260101071194,6560.81958,346.9005068,,,684,464,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,5100 TAMARIND REEF,CHRISTIANSTED VI 00820
510,26086,09F260101071368,2020,4219 WINSTON CIR,4219,,WINSTON,CIR,,,,HOME SFR BORROWER III LLC,1110 STRAND ST SUITE 2A,CHRISTIANSTED VI 00825,55,46960,9520,37440,117400,23800,93600,101,R3,,1,0.1277,9709,,,,,09F260101071368,5293.135498,303.3990763,,,684,98,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,1110 STRAND ST SUITE 2A,CHRISTIANSTED VI 00825
511,26140,09F360001530198,2020,215 LAURA CIR,215,,LAURA,CIR,,,,CPI AMHERST SFR PROGRAM OWNER LLC,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746,55,58040,7400,50640,145100,18500,126600,101,R3,,1,0.1741,9697,,,,,09F360001530198,7890.312988,356.1799946,,,798,429,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LK SUITE 200,AUSTIN TX 78746
512,26142,09F360001530214,2020,200 LAURA CIR,200,,LAURA,CIR,,,,IH3 PROPERTY GEORGIA LP,950 NORTHPOINT PKWY SUITE,ALPHARETTA GA 30005,55,58120,7080,51040,145300,17700,127600,101,R3,,1,0.1748,9697,,,,,09F360001530214,7876.234863,366.4317493,,Unique,863,1,INVITATION HOMES,950 NORTHPOINT PKWY SUITE,ALPHARETTA GA 30005
513,26156,09F360001530354,2020,327 TAP ROOT LN,327,,TAP ROOT,LN,,,,RESI TL1 BORROWER LLC,1110 STRAND ST STE 2A,CHRISTIANSTED VI 00820,55,55680,7080,48600,139200,17700,121500,101,R3,,1,0.1724,9697,,,,,09F360001530354,7072.826416,342.7782971,,,684,41,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,1110 STRAND ST STE 2A,CHRISTIANSTED VI 00820
514,26163,09F360001530420,2020,4139 KENSINGTON COVE,4139,,KENSINGTON COVE,,,,,CERBERUS SFR HOLDINGS L P,1850 PARKWAY PL SUITE 900,MARIETTA GA 30067,55,52880,7080,45800,132200,17700,114500,101,R3,,1,0.1742,9697,,,,,09F360001530420,7794.279297,354.5237367,,,344,144,CERBERUS SFR HOLDINGS,1850 PARKWAY PL SUITE 900,MARIETTA GA 30067
515,26167,09F360001530461,2020,4115 KENSINGTON COVE,4115,,KENSINGTON COVE,,,,,RNTR 3 LLC,3495 PIEDMONT RD STE 300,ATLANTA GA 30305,55,42680,7120,35560,106700,17800,88900,101,R3,,1,0.177,9697,,,,,09F360001530461,7730.766113,345.902447,,,377,25,SYLVAN ROAD CAPITAL AND SUBSIDIARIES,3495 PIEDMONT RD STE 300,ATLANTA GA 30305
516,26172,09F360001530511,2020,4154 KENSINGTON COVE,4154,,KENSINGTON COVE,,,,,BAF 1 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN TX 78746,55,55680,7080,48600,139200,17700,121500,101,R3,,1,0.1726,9697,,,,,09F360001530511,7658.625,352.2596476,,,798,74,AMHERST HOLDINGS AND SUBSIDIARIES,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN TX 78746
