formatted_address,index,lat,long,accuracy
"Chaoyang, Shantou, Guangdong, China",418,23.264936,116.601515,political
"Chaonan, Shantou, Guangdong, China",419,23.23865,116.439178,political
"Chenghai, Shantou, Guangdong, China",420,23.46671,116.755992,political
"Nan'ao, Shantou, Guangdong, China",421,23.421724,117.023373,political
"Chancheng, Foshan, Guangdong, China",422,23.009434,113.122465,political
"Nanhai, Foshan, Guangdong, China",423,23.028956,113.143441,political
"Shunde, Foshan, Guangdong, China",424,22.80524,113.293359,political
"Sanshui, Foshan, Guangdong, China",425,23.156045,112.896606,political
"Gaoming, Foshan, Guangdong, China",426,22.900182,112.892578,political
"Pengjiang, Jiangmen, Guangdong, China",427,22.595149,113.078521,political
"Jianghai, Jiangmen, Guangdong, China",428,22.560473,113.111612,political
"Xinhui, Jiangmen, Guangdong, China",429,22.4583,113.034187,political
"Taishan, Jiangmen, Guangdong, China",430,22.251924,112.794065,political
"Kaiping, Jiangmen, Guangdong, China",431,22.376395,112.698545,political
"Heshan, Jiangmen, Guangdong, China",432,22.765392,112.964446,political
"Enping, Jiangmen, Guangdong, China",433,22.183206,112.305145,political
"Chikan, Zhanjiang, Guangdong, China",434,21.266119,110.3659,political
"Xiashan, Zhanjiang, Guangdong, China",435,21.192457,110.397656,political
"Potou, Zhanjiang, Guangdong, China",436,21.244721,110.455332,political
"Mazhang, Zhanjiang, Guangdong, China",437,21.263442,110.334387,political
"Suixi, Zhanjiang, Guangdong, China",438,21.377246,110.250123,political
"Xuwen, Zhanjiang, Guangdong, China",439,20.325489,110.176749,political
"Lianjiang, Zhanjiang, Guangdong, China",440,21.609672,110.286152,political
"Leizhou, Zhanjiang, Guangdong, China",441,20.914178,110.096586,political
"Wuchuan, Zhanjiang, Guangdong, China",442,21.441808,110.778411,political
"Maonan, Maoming, Guangdong, China",443,21.641337,110.918026,political
"Dianbai, Maoming, Guangdong, China",444,21.514163,111.013556,political
"Gaozhou, Maoming, Guangdong, China",445,21.918203,110.853299,political
"Huazhou, Maoming, Guangdong, China",446,21.664044,110.639569,political
"Xinyi, Maoming, Guangdong, China",447,22.354385,110.947043,political
"Duanzhou, Zhaoqing, Guangdong, China",448,23.052101,112.484848,political
"Dinghu, Zhaoqing, Guangdong, China",449,23.158447,112.567588,political
"Gaoyao, Zhaoqing, Guangdong, China",450,23.025305,112.457981,political
"Guangning, Zhaoqing, Guangdong, China",451,23.634675,112.44069,political
"Huaiji, Zhaoqing, Guangdong, China",452,23.92035,112.167742,political
"Fengkai, Zhaoqing, Guangdong, China",453,23.424033,111.512343,political
"Deqing, Zhaoqing, Guangdong, China",454,23.143722,111.785937,political
"Sihui, Zhaoqing, Guangdong, China",455,23.327001,112.734103,political
"Huicheng, Huizhou, Guangdong, China",456,23.084122,114.382541,political
"Huiyang, Huizhou, Guangdong, China",457,22.789101,114.456539,political
"Boluo, Huizhou, Guangdong, China",458,23.17277,114.289528,political
"Huidong, Huizhou, Guangdong, China",459,22.985014,114.719988,political
"Longmen, Huizhou, Guangdong, China",460,23.727737,114.254863,political
"Meijiang, Meizhou, Guangdong, China",461,24.31049,116.116695,political
"Meixian, Meizhou, Guangdong, China",462,24.265926,116.081656,political
"Dabu, Meizhou, Guangdong, China",463,24.347782,116.695195,political
"Fengshun, Meizhou, Guangdong, China",464,23.739526,116.182298,political
"Wuhua, Meizhou, Guangdong, China",465,23.932409,115.775788,political
"Pingyuan, Meizhou, Guangdong, China",466,24.567261,115.891638,political
"Jiaoling, Meizhou, Guangdong, China",467,24.6587,116.171355,political
"Xingning, Meizhou, Guangdong, China",468,24.136708,115.731168,political
"Zengcheng, Guangzhou, Guangdong, China",469,23.261141,113.810859,political
"Haifeng, Shanwei, Guangdong, China",470,22.966585,115.323436,political
"Luhe, Shanwei, Guangdong, China",471,23.301616,115.660142,political
"Lufeng, Shanwei, Guangdong, China",472,22.919228,115.652151,political
"Yuancheng, Heyuan, Guangdong, China",473,23.733969,114.702517,political
"Zijin, Heyuan, Guangdong, China",474,23.63841,115.182134,political
"Longchuan, Heyuan, Guangdong, China",475,24.100066,115.259871,political
"Lianping, Heyuan, Guangdong, China",476,24.369587,114.488713,political
"Heping, Heyuan, Guangdong, China",477,24.44218,114.938684,political
"Dongyuan, Heyuan, Guangdong, China",478,23.788392,114.74638,political
"Jiangcheng, Yangjiang, Guangdong, China",479,21.861787,111.955059,political
"Yangdong, Yangjiang, Guangdong, China",480,21.868357,112.006338,political
"Yangxi, Yangjiang, Guangdong, China",481,21.752396,111.617849,political
"Yangchun, Yangjiang, Guangdong, China",482,22.170437,111.791539,political
"Qingcheng, Qingyuan, Guangdong, China",483,23.697898,113.062692,political
"Qingxin, Qingyuan, Guangdong, China",484,23.734677,113.017747,political
"Fogang, Qingyuan, Guangdong, China",485,23.879192,113.531607,political
"Yangshan, Qingyuan, Guangdong, China",486,24.466675,112.626495,political
"Lianshan, Qingyuan, Guangdong, China",487,24.567695,112.080659,political
"Liannan, Qingyuan, Guangdong, China",488,24.726017,112.287012,political
"Yingde, Qingyuan, Guangdong, China",489,24.206986,113.401701,political
"Lianzhou, Qingyuan, Guangdong, China",490,24.780966,112.377361,political
"Dongguan, Guangdong, China",491,23.020673,113.751799,locality
"Zhongshan, Guangdong, China",492,22.517585,113.39277,locality
"Xiangqiao, Chaozhou, Guangdong, China",493,23.674387,116.628627,political
"Chao'an, Chaozhou, Guangdong, China",494,23.462613,116.678203,political
"Raoping, Chaozhou, Guangdong, China",495,23.663824,117.0039,political
"Rongcheng, Jieyang, Guangdong, China",496,23.52519,116.367021,political
"Jiedong, Jieyang, Guangdong, China",497,23.566126,116.412015,political
"Jiexi, Jieyang, Guangdong, China",498,23.431294,115.841837,political
"Huilai, Jieyang, Guangdong, China",499,23.033266,116.29515,political
"Puning, Jieyang, Guangdong, China",500,23.297493,116.165777,political
"Yuncheng, Yunfu, Guangdong, China",501,22.928222,112.043797,political
"Yun'an, Yunfu, Guangdong, China",502,23.071019,112.003208,political
"Xinxing, Yunfu, Guangdong, China",503,22.69569,112.225334,political
"Yun'an, Yunfu, Guangdong, China",504,23.071019,112.003208,political
"Luoding, Yunfu, Guangdong, China",505,22.768595,111.57001,political
"Xingning, Nanning, Guangxi, China",506,22.85402,108.368871,political
"Qingxiu, Nanning, Guangxi, China",507,22.785879,108.494024,political
"Jiangnan, Nanning, Guangxi, China",508,22.781631,108.273158,political
"Xixiangtang, Nanning, Guangxi, China",509,22.833908,108.313533,political
"Liangqing, Nanning, Guangxi, China",510,22.755959,108.320851,political
"Yongning, Nanning, Guangxi, China",511,22.75839,108.487368,political
"Wuming, Nanning, Guangxi, China",512,23.158693,108.274711,political
"Long'an, Nanning, Guangxi, China",513,23.166028,107.696153,political
"Mashan, Nanning, Guangxi, China",514,23.708191,108.176979,political
"Shanglin, Nanning, Guangxi, China",515,23.431823,108.604989,political
"Binyang, Nanning, Guangxi, China",516,23.217786,108.810326,political
"Hengxian, Nanning, Guangxi, China",517,22.679931,109.261384,political
"Chengzhong, Liuzhou, Guangxi, China",518,24.315499,109.410683,political
"Yufeng, Liuzhou, Guangxi, China",519,24.318516,109.452442,political
"Liunan, Liuzhou, Guangxi, China",520,24.336229,109.385518,political
"Liubei, Liuzhou, Guangxi, China",521,24.362691,109.402049,political
"Liujiang, Liuzhou, Guangxi, China",522,24.254891,109.32638,political
"Liucheng, Liuzhou, Guangxi, China",523,24.651518,109.24473,political
"Luzhai, Liuzhou, Guangxi, China",524,24.487326,109.733126,political
"Rong'an, Liuzhou, Guangxi, China",525,25.22434,109.39818,political
"Rongshui, Liuzhou, Guangxi, China",526,25.065934,109.256334,political
"Sanjiang, Liuzhou, Guangxi, China",527,25.783198,109.607675,political
"Xiufeng, Guilin, Guangxi, China",528,25.273625,110.264182,political
"Diecai, Guilin, Guangxi, China",529,25.314,110.301723,political
"Xiangshan, Guilin, Guangxi, China",530,25.261686,110.281082,political
"Qixing, Guilin, Guangxi, China",531,25.2527,110.317826,political
"Yanshan, Guilin, Guangxi, China",532,25.101934,110.28669,political
"Lingui, Guilin, Guangxi, China",533,25.238628,110.212463,political
"Yangshuo, Guilin, Guangxi, China",534,24.77848,110.496593,political
"Lingchuan, Guilin, Guangxi, China",535,25.409747,110.325636,political
"Quanzhou, Guilin, Guangxi, China",536,25.928387,111.072946,political
"Xing'an, Guilin, Guangxi, China",537,25.611704,110.67167,political
"Yongfu, Guilin, Guangxi, China",538,24.979855,109.983076,political
"Guanyang, Guilin, Guangxi, China",539,25.489383,111.160851,political
"Longsheng, Guilin, Guangxi, China",540,25.797931,110.011238,political
"Ziyuan, Guilin, Guangxi, China",541,26.042443,110.6527,political
"Pingle, Guilin, Guangxi, China",542,24.633362,110.643305,political
"Lipu, Guilin, Guangxi, China",543,24.488342,110.395104,political
"Gongcheng, Guilin, Guangxi, China",544,24.831682,110.828409,political
"Wanxiu, Wuzhou, Guangxi, China",545,23.472961,111.320542,political
"Changzhou, Wuzhou, Guangxi, China",546,23.485694,111.274776,political
"Longwei, Wuzhou, Guangxi, China",547,23.415031,111.247393,political
"Cangwu, Wuzhou, Guangxi, China",548,23.845097,111.544007,political
"Tengxian, Wuzhou, Guangxi, China",549,23.374983,110.914849,political
"Mengshan, Wuzhou, Guangxi, China",550,24.19357,110.525003,political
"Cenxi, Wuzhou, Guangxi, China",551,22.91835,110.994913,political
"Haicheng, Beihai, Guangxi, China",552,21.475004,109.117209,political
"Yinhai, Beihai, Guangxi, China",553,21.449219,109.13999,political
"Tieshangang, Beihai, Guangxi, China",554,21.529127,109.42158,political
"Hepu, Beihai, Guangxi, China",555,21.660935,109.207335,political
"Gangkou, Fangchenggang, Guangxi, China",556,21.643383,108.380143,political
"Fangcheng, Fangchenggang, Guangxi, China",557,21.769211,108.353499,political
"Shangsi, Fangchenggang, Guangxi, China",558,22.153672,107.983625,political
"Dongxing, Fangchenggang, Guangxi, China",559,21.547821,107.971826,political
"Qinnan, Qinzhou, Guangxi, China",560,21.938859,108.657209,political
"Qinbei, Qinzhou, Guangxi, China",561,22.132761,108.44911,political
"Lingshan, Qinzhou, Guangxi, China",562,22.416536,109.291006,political
"Pubei, Qinzhou, Guangxi, China",563,22.271651,109.556953,political
"Gangbei, Guigang, Guangxi, China",564,23.11153,109.57224,political
"Gangnan, Guigang, Guangxi, China",565,23.075573,109.599556,political
"Tantang, Guigang, Guangxi, China",566,23.127149,109.452662,political
"Pingnan, Guigang, Guangxi, China",567,23.539137,110.392149,political
"Guiping, Guigang, Guangxi, China",568,23.394325,110.079379,political
"Yuzhou, Yulin, Guangxi, China",569,22.628102,110.151147,political
"Fumian, Yulin, Guangxi, China",570,22.585556,110.059439,political
"Rongxian, Yulin, Guangxi, China",571,22.857823,110.557874,political
"Luchuan, Yulin, Guangxi, China",572,22.321048,110.264052,political
"Bobai, Yulin, Guangxi, China",573,22.273048,109.975985,political
"Xingye, Yulin, Guangxi, China",574,22.736421,109.875304,political
"Beiliu, Yulin, Guangxi, China",575,22.708311,110.354214,political
"Youjiang, Baise, Guangxi, China",576,23.901382,106.618645,political
"Tianyang, Baise, Guangxi, China",577,23.735693,106.915496,political
"Tiandong, Baise, Guangxi, China",578,23.597194,107.12608,political
"Pingguo, Baise, Guangxi, China",579,23.329376,107.589809,political
"Debao, Baise, Guangxi, China",580,23.32345,106.615373,political
"Napo, Baise, Guangxi, China",581,23.387441,105.83253,political
"Lingyun, Baise, Guangxi, China",582,24.347557,106.56131,political
"Leye, Baise, Guangxi, China",583,24.776827,106.556519,political
"Tianlin, Baise, Guangxi, China",584,24.294487,106.228538,political
"Xilin, Baise, Guangxi, China",585,24.489685,105.093908,political
"Longlin, Baise, Guangxi, China",586,24.770896,105.34404,political
"Jingxi, Baise, Guangxi, China",587,23.134117,106.417805,political
"Babu, Hezhou, Guangxi, China",588,24.411805,111.552095,political
"Ping Gui Nan Lu, Zhongshan Xian, Hezhou Shi, Guangxi Zhuangzuzizhiqu, China",589,24.4579891,111.4851902,route
"Zhaoping, Hezhou, Guangxi, China",590,24.16948,110.811287,political
"Zhongshan, Hezhou, Guangxi, China",591,24.526022,111.30311,political
"Fuchuan, Hezhou, Guangxi, China",592,24.814444,111.277389,political
"Jinchengjiang, Hechi, Guangxi, China",593,24.689703,108.037276,political
"Nandan, Hechi, Guangxi, China",594,24.975631,107.541244,political
"Tian'e, Hechi, Guangxi, China",595,24.999108,107.173802,political
"Fengshan, Hechi, Guangxi, China",596,24.546876,107.04219,political
"Donglan, Hechi, Guangxi, China",597,24.510842,107.374293,political
"Luocheng, Hechi, Guangxi, China",598,24.777412,108.904706,political
"Huanjiang, Hechi, Guangxi, China",599,24.825664,108.258028,political
"Bama, Hechi, Guangxi, China",600,24.142298,107.258588,political
"Du'an, Hechi, Guangxi, China",601,23.932675,108.105311,political
"Dahua, Hechi, Guangxi, China",602,23.736457,107.998149,political
"Yizhou, Hechi, Guangxi, China",603,24.485214,108.636414,political
"Xingbin, Laibin, Guangxi, China",604,23.72892,109.183333,political
"Xincheng, Laibin, Guangxi, China",605,24.066235,108.665666,political
"Xiangzhou, Laibin, Guangxi, China",606,23.958528,109.683984,political
"Wuxuan, Laibin, Guangxi, China",607,23.59411,109.663206,political
"Jinxiu, Laibin, Guangxi, China",608,24.130374,110.189462,political
"Heshan, Laibin, Guangxi, China",609,23.806535,108.886082,political
"Jiangzhou, Chongzuo, Guangxi, China",610,22.405325,107.353437,political
"Fusui, Chongzuo, Guangxi, China",611,22.635012,107.904186,political
"Ningming, Chongzuo, Guangxi, China",612,22.140192,107.076456,political
"Longzhou, Chongzuo, Guangxi, China",613,22.342771,106.854376,political
"Daxin, Chongzuo, Guangxi, China",614,22.829287,107.200654,political
"Tiandeng, Chongzuo, Guangxi, China",615,23.081394,107.143432,political
"Pingxiang, Chongzuo, Guangxi, China",616,22.094484,106.766293,political
"Xiuying, Haikou, Hainan, China",617,20.007968,110.293561,political
"Longhua, Haikou, Hainan, China",618,20.031006,110.328492,political
"Qiongshan, Haikou, Hainan, China",619,20.003169,110.353972,political
"Meilan, Haikou, Hainan, China",620,20.029083,110.366357,political
"Haitang, Sanya, Hainan, China",622,18.400092,109.752583,political
"Jiyang, Sanya, China",623,18.281406,109.578336,political
"Tianya, Sanya, Hainan, China",624,18.298167,109.452379,political
"Yazhou, Sanya, Hainan, China",625,18.352192,109.174306,political
Spratly Islands,627,10.723282,115.8264655,establishment
Zhongsha Islands,628,16.054159,114.482322,establishment
"Danzhou, Hainan, China",629,19.521134,109.580811,locality
"Wuzhishan, Hainan, China",630,18.775146,109.516925,political
"Qionghai, Hainan, China",631,19.258341,110.474648,political
"Wenchang, Hainan, China",632,19.543278,110.797759,political
"Wanning, Hainan, China",633,18.795143,110.391073,political
"Dongfang, Hainan, China",634,19.09535,108.651815,political
"Ding'an, Hainan, China",635,19.681434,110.35889,political
"Tunchang, Hainan, China",636,19.351765,110.103415,political
"Chengmai, Hainan, China",637,19.738521,110.006755,political
"Lingao, Hainan, China",638,19.912025,109.690508,political
"Baisha, Hainan, China",639,19.224823,109.451484,political
"Changjiang, Hainan, China",640,19.298184,109.055739,political
"Ledong, Hainan, China",641,18.750259,109.173054,political
"Lingshui, Hainan, China",642,18.506048,110.037503,political
"Baoting, Hainan, China",643,18.63913,109.70259,political
"Qiongzhong, Hainan, China",644,19.033369,109.838389,political
"Wanzhou, Chongqing, China",645,30.807667,108.408661,political
"Fuling, Chongqing, China",646,29.703113,107.389298,political
"Yuzhong, Chongqing, China",647,29.552736,106.568896,political
"Dadukou, Chongqing, China",648,29.484527,106.482346,political
"Jiangbei, Chongqing, China",649,29.606703,106.574271,political
"Shapingba, Chongqing, China",650,29.541144,106.456877,political
"Jiulongpo, Chongqing, China",651,29.502272,106.510676,political
"Nan'an, Chongqing, China",652,29.500296,106.644428,political
"Beibei, Chongqing, China",653,29.805107,106.395612,political
"Qijiang, Chongqing, China",654,29.028066,106.651361,political
"Dazu, Chongqing, China",655,29.707032,105.721733,political
"Yubei, Chongqing, China",656,29.718142,106.631187,political
"Banan, Chongqing, China",657,29.402408,106.540256,political
"Qianjiang, Chongqing, China",658,29.533609,108.770677,political
"Changshou, Chongqing, China",659,29.857996,107.081282,political
"Jiangjin, Chongqing, China",660,29.290069,106.259281,political
"Hechuan, Chongqing, China",661,29.972084,106.27613,political
"Yongchuan, Chongqing, China",662,29.356117,105.927375,political
"Nanchuan, Chongqing, China",663,29.15789,107.099266,political
"Bishan, Chongqing, China",664,29.592024,106.227305,political
"Tongliang, Chongqing, China",665,29.844811,106.056404,political
"Tongnan, Chongqing, China",666,30.191013,105.840555,political
"Rongchang, Chongqing, China",667,29.405002,105.594623,political
"Kaixian, Chongqing, China",668,31.160711,108.393135,political
"Liangping, Chongqing, China",669,30.674362,107.803911,political
"Chengkou, Chongqing, China",670,31.947633,108.664214,political
"Fengdu, Chongqing, China",671,29.8635,107.730894,political
"Dianjiang, Chongqing, China",672,30.327716,107.33339,political
"Wulong, Chongqing, China",673,29.325601,107.760025,political
"Zhongxian, Chongqing, China",674,30.299559,108.039002,political
"Yunyang, Chongqing, China",675,30.930612,108.697324,political
"Fengjie, Chongqing, China",676,31.018498,109.463987,political
"Wushan, Chongqing, China",677,31.074834,109.879153,political
"Wuxi, Chongqing, China",678,31.398604,109.570062,political
"Shizhu, Chongqing, China",679,29.999285,108.114069,political
"Xiushan, Chongqing, China",680,28.447997,109.007094,political
"Youyang, Chongqing, China",681,28.841244,108.767747,political
"Pengshui, Chongqing, China",682,29.293902,108.165537,political
"Jinjiang, Chengdu, Sichuan, China",683,30.657689,104.080989,political
"Qingyang, Chengdu, Sichuan, China",684,30.674406,104.062499,political
"Jinniu, Chengdu, Sichuan, China",685,30.691359,104.052236,political
"Wuhou, Chengdu, Sichuan, China",686,30.641981,104.04339,political
"Chenghua, Chengdu, Sichuan, China",687,30.660122,104.101254,political
"Longquanyi, Chengdu, Sichuan, China",688,30.556506,104.274632,political
"Qingbaijiang, Chengdu, Sichuan, China",689,30.878629,104.250945,political
"Xindu, Chengdu, Sichuan, China",690,30.823499,104.158705,political
"Wenjiang, Chengdu, Sichuan, China",691,30.682203,103.856646,political
"Shuangliu, Chengdu, Sichuan, China",692,30.574474,103.923651,political
"Jintang, Chengdu, Sichuan, China",693,30.845968,104.408801,political
"Pixian, Chengdu, Sichuan, China",694,30.795854,103.901091,political
"Dayi, Chengdu, Sichuan, China",695,30.572331,103.511899,political
"Pujiang, Chengdu, Sichuan, China",696,30.196788,103.506498,political
"Xinjin, Chengdu, Sichuan, China",697,30.410222,103.811345,political
"Dujiangyan, Chengdu, Sichuan, China",698,30.988434,103.646912,political
"Pengzhou, Chengdu, Sichuan, China",699,30.990108,103.958014,political
"Qionglai, Chengdu, Sichuan, China",700,30.410275,103.464156,political
"Chongzhou, Chengdu, Sichuan, China",701,30.630122,103.673001,political
"Jianyang, Ziyang, Sichuan, China",702,30.411264,104.54722,political
"Ziliujing, Zigong, Sichuan, China",703,29.33743,104.77719,political
"Gongjing, Zigong, Sichuan, China",704,29.345546,104.715117,political
"Da'an, Zigong, Sichuan, China",705,29.363634,104.773968,political
"Yantan, Zigong, Sichuan, China",706,29.272581,104.874073,political
"Rongxian, Zigong, Sichuan, China",707,29.44541,104.417388,political
"Fushun, Zigong, Sichuan, China",708,29.181429,104.975047,political
"Eastern District, Panzhihua, Sichuan, China",709,26.546491,101.704109,political
"Western District, Panzhihua, Sichuan, China",710,26.597781,101.630619,political
"Renhe, Panzhihua, Sichuan, China",711,26.497765,101.738528,political
"Miyi, Panzhihua, Sichuan, China",712,26.890688,102.110339,political
"Yanbian, Panzhihua, Sichuan, China",713,26.683213,101.855071,political
"Jiangyang, Luzhou, Sichuan, China",714,28.878818,105.435009,political
"Naxi, Luzhou, Sichuan, China",715,28.773427,105.37115,political
"Longmatan, Luzhou, Sichuan, China",716,28.91322,105.437765,political
"Luxian, Luzhou, Sichuan, China",717,29.151534,105.381893,political
"Hejiang, Luzhou, Sichuan, China",718,28.811203,105.831067,political
"Xuyong, Luzhou, Sichuan, China",719,28.155801,105.444765,political
"Gulin, Luzhou, Sichuan, China",720,28.038801,105.812601,political
"Jingyang, Deyang, Sichuan, China",721,31.142681,104.417051,political
"Zhongjiang, Deyang, Sichuan, China",722,31.03307,104.678751,political
"Luojiang, Deyang, Sichuan, China",723,31.317045,104.510249,political
"Guanghan, Deyang, Sichuan, China",724,30.977119,104.282429,political
"Shifang, Deyang, Sichuan, China",725,31.12678,104.167501,political
"Mianzhu, Deyang, Sichuan, China",726,31.338077,104.22075,political
"Fucheng, Mianyang, Sichuan, China",727,31.455101,104.756944,political
"Youxian, Mianyang, Sichuan, China",728,31.473779,104.766392,political
"Anxian, Mianyang, Sichuan, China",729,31.534886,104.567187,political
"Santai, Mianyang, Sichuan, China",730,31.095979,105.094586,political
"Yanting, Mianyang, Sichuan, China",731,31.208362,105.389453,political
"Zitong, Mianyang, Sichuan, China",732,31.642718,105.170845,political
"Beichuan, Mianyang, Sichuan, China",733,31.617202,104.46797,political
"Pingwu, Mianyang, Sichuan, China",734,32.409675,104.555583,political
"Jiangyou, Mianyang, Sichuan, China",735,31.778022,104.745823,political
"Lizhou, Guangyuan, Sichuan, China",736,32.433755,105.845307,political
"Zhaohua, Guangyuan, Sichuan, China",737,32.323256,105.96282,political
"Chaotian, Guangyuan, Sichuan, China",738,32.643982,105.890445,political
"Wangcang, Guangyuan, Sichuan, China",739,32.229058,106.289983,political
"Qingchuan, Guangyuan, Sichuan, China",740,32.575484,105.238842,political
"Jiange, Guangyuan, Sichuan, China",741,32.287722,105.524766,political
"Cangxi, Guangyuan, Sichuan, China",742,31.732431,105.934801,political
"Chuanshan, Suining, Sichuan, China",743,30.525475,105.568297,political
"Anju, Suining, Sichuan, China",744,30.355379,105.456342,political
"Pengxi, Suining, Sichuan, China",745,30.757575,105.70757,political
"Shehong, Suining, Sichuan, China",746,30.870985,105.388404,political
"Daying, Suining, Sichuan, China",747,30.594336,105.236903,political
"Shizhong, Leshan, Sichuan, China",748,29.555374,103.761329,political
"Dongxing, Neijiang, Sichuan, China",749,29.592756,105.075489,political
"Weiyuan, Neijiang, Sichuan, China",750,29.52744,104.668879,political
"Zizhong, Neijiang, Sichuan, China",751,29.764059,104.851944,political
"Longchang, Neijiang, Sichuan, China",752,29.339476,105.287612,political
"Shizhong, Leshan, Sichuan, China",753,29.555374,103.761329,political
"Shawan, Leshan, Sichuan, China",754,29.413091,103.549991,political
"Wutongqiao, Leshan, Sichuan, China",755,29.407003,103.81844,political
"Jinkouhe, Leshan, Sichuan, China",756,29.244345,103.07862,political
"Qianwei, Leshan, Sichuan, China",757,29.20817,103.949326,political
"Jingyan, Leshan, Sichuan, China",758,29.651287,104.069726,political
"Jiajiang, Leshan, Sichuan, China",759,29.73763,103.571656,political
"Muchuan, Leshan, Sichuan, China",760,28.956647,103.902335,political
"Ebian, Leshan, Sichuan, China",761,29.230425,103.262048,political
"Mabian, Leshan, Sichuan, China",762,28.83552,103.546347,political
"Emeishan, Leshan, Sichuan, China",763,29.601198,103.484503,political
"Shunqing, Nanchong, Sichuan, China",764,30.796803,106.09245,political
"Gaoping, Nanchong, Sichuan, China",765,30.781623,106.118808,political
"Jialing, Nanchong, Sichuan, China",766,30.758823,106.071876,political
"Nanbu, Nanchong, Sichuan, China",767,31.347467,106.036584,political
"Yingshan, Nanchong, Sichuan, China",768,31.076579,106.565519,political
"Peng'an, Nanchong, Sichuan, China",769,31.028656,106.4122,political
"Yilong, Nanchong, Sichuan, China",770,31.271561,106.303042,political
"Xichong, Nanchong, Sichuan, China",771,30.995032,105.900818,political
"Langzhong, Nanchong, Sichuan, China",772,31.558356,106.005046,political
"Dongpo, Meishan, Sichuan, China",773,30.042324,103.831838,political
"Pengshan, Meishan, Sichuan, China",774,30.193056,103.872949,political
"Renshou, Meishan, Sichuan, China",775,29.99563,104.134081,political
"Hongya, Meishan, Sichuan, China",776,29.90489,103.372863,political
"Danling, Meishan, Sichuan, China",777,30.014448,103.512733,political
"Qingshen, Meishan, Sichuan, China",778,29.831357,103.846688,political
"Cuiping, Yibin, Sichuan, China",779,28.765689,104.620009,political
"Nanxi, Yibin, Sichuan, China",780,28.845626,104.969882,political
"Yibin, Sichuan, China",781,28.690045,104.533212,political
"Jiang'an, Yibin, Sichuan, China",782,28.723999,105.066943,political
"Changning, Yibin, Sichuan, China",783,28.582169,104.921174,political
"Gaoxian, Yibin, Sichuan, China",784,28.436166,104.517748,political
"Gongxian, Yibin, Sichuan, China",785,28.43863,104.709202,political
"Junlian, Yibin, Sichuan, China",786,28.16386,104.510988,political
"Xingwen, Yibin, Sichuan, China",787,28.303614,105.236325,political
"Pingshan, Yibin, Sichuan, China",788,28.828482,104.345974,political
"Guang'an, Sichuan, China",789,30.474003,106.641607,political
"Qianfeng, Guang'an, Sichuan, China",790,30.496299,106.893277,political
"Yuechi, Guang'an, Sichuan, China",791,30.537863,106.440114,political
"Wusheng, Guang'an, Sichuan, China",792,30.348772,106.295764,political
"Linshui, Guang'an, Sichuan, China",793,30.334768,106.93038,political
"Huaying, Guang'an, Sichuan, China",794,30.390188,106.7831,political
"Tongchuan, Dazhou, Sichuan, China",795,31.214724,107.504517,political
"Dachuan, Dazhou, Sichuan, China",796,31.196079,107.511843,political
"Xuanhan, Dazhou, Sichuan, China",797,31.353835,107.72719,political
"Kaijiang, Dazhou, Sichuan, China",798,31.082986,107.868736,political
"Dazhu, Dazhou, Sichuan, China",799,30.736266,107.204744,political
"Quxian, Dazhou, Sichuan, China",800,30.836659,106.972996,political
"Wanyuan, Dazhou, Sichuan, China",801,32.081631,108.034657,political
"Yucheng, Ya'an, Sichuan, China",802,30.005388,103.033111,political
"Mingshan, Ya'an, Sichuan, China",803,30.069954,103.109184,political
"Yingjing, Ya'an, Sichuan, China",804,29.792931,102.846737,political
"Hanyuan, Ya'an, Sichuan, China",805,29.344616,102.652483,political
"Shimian, Ya'an, Sichuan, China",806,29.227874,102.359462,political
"Tianquan, Ya'an, Sichuan, China",807,30.066712,102.758317,political
"Lushan, Ya'an, Sichuan, China",808,30.144083,102.92826,political
"Baoxing, Ya'an, Sichuan, China",809,30.368126,102.814531,political
"Bazhou, Bazhong, Sichuan, China",810,31.851478,106.768878,political
"Enyang, Bazhong, Sichuan, China",811,31.787186,106.654386,political
"Tongjiang, Bazhong, Sichuan, China",812,31.911705,107.245033,political
"Nanjiang, Bazhong, Sichuan, China",813,32.346589,106.828697,political
"Pingchang, Bazhong, Sichuan, China",814,31.560874,107.104008,political
"Yanjiang, Ziyang, Sichuan, China",815,30.108216,104.677091,political
"Anyue, Ziyang, Sichuan, China",816,30.097224,105.335738,political
"Lezhi, Ziyang, Sichuan, China",817,30.27608,105.0211,political
"Barkam, Aba, Sichuan, China",818,31.905693,102.20652,political
"Wenchuan, Aba, Sichuan, China",819,31.476822,103.590386,political
"Lixian, Aba, Sichuan, China",820,31.436473,103.166852,political
"Maoxian, Aba, Sichuan, China",821,31.681154,103.853522,political
"Songpan, Aba, Sichuan, China",822,32.655325,103.604698,political
"Jiuzhaigou, Aba, Sichuan, China",823,33.252056,104.243841,political
"Jinchuan, Aba, Sichuan, China",824,31.476277,102.063829,political
"Xiaojin, Aba, Sichuan, China",825,30.999016,102.363193,political
"Heishui, Aba, Sichuan, China",826,32.061895,102.990108,political
"Zamtang, Aba, Sichuan, China",827,32.265796,100.978526,political
"Aba, Sichuan, China",828,31.899413,102.224653,locality
"Zoige, Aba, Sichuan, China",829,33.575933,102.963725,political
"Hongyuan, Aba, Sichuan, China",830,32.790891,102.544405,political
"Kangding, Garze, Sichuan, China",831,29.998435,101.957145,political
"Luding, Garze, Sichuan, China",832,29.91416,102.234617,political
