airport,isDTW,lat,long,flightsDTW,,,,,,,,,,isORD,isYYZ,isMSP,isYWG,name
DEB,0,47.488899231,21.6152992249,0,,,,,,,,,,0,0,0,0,Eldoret International Airport
DEC,0,39.8345985413,-88.8656997681,0,,,,,,,,,,0,0,0,0,Balıkesir Körfez Airport
DED,0,30.189699,78.180298,0,,,,,,,,,,0,0,0,0,Pormpuraaw Airport
DEE,0,43.9584007263,145.682998657,0,,,,,,,,,,0,0,0,0,Eek Airport
DEF,0,32.434399,48.397598,0,,,,,,,,,,0,0,0,0,Kefallinia Airport
DEL,0,28.5665,77.103104,0,,,,,,,,,,0,0,0,0,Bergerac-Roumanière Airport
DGO,0,24.1242008209,-104.527999878,0,,,,,,,,,,0,0,0,0,Eagle County Regional Airport
DGT,0,9.3337097168,123.300003052,0,,,,,,,,,,0,0,0,0,Sege Airport
DHI,0,28.7532997131,80.5819015503,0,,,,,,,,,,0,0,0,0,Geneina Airport
DHM,0,32.1651000977,76.2633972168,0,,,,,,,,,,0,0,0,0,Belgorod International Airport
DHN,0,31.3213005066,-85.4496002197,0,,,,,,,,,,0,0,0,0,Egilsstaðir Airport
DIB,0,27.4839000702,95.0168991089,0,,,,,,,,,,0,0,0,0,Egegik Airport
DIE,0,-12.3493995667,49.2916984558,0,,,,,,,,,,0,0,0,0,Eindhoven Airport
DIG,0,27.7936,99.6772,0,,,,,,,,,,0,0,0,0,Terrance B. Lettsome International Airport
DIJ,0,47.268902,5.09,0,,,,,,,,,,0,0,0,0,Yariguíes Airport
DIK,0,46.7974014282,-102.802001953,0,,,,,,,,,,0,0,0,0,Al Wajh Domestic Airport
DIL,0,-8.5464000702,125.526000977,0,,,,,,,,,,0,0,0,0,Elko Regional Airport
DIN,0,21.3974990845,103.008003235,0,,,,,,,,,,0,0,0,0,Shakhtyorsk Airport
DIR,0,9.6246995926,41.8541984558,0,,,,,,,,,,0,0,0,0,Elcho Island Airport
DIU,0,20.7131004333,70.9210968018,0,,,,,,,,,,0,0,0,0,South Arkansas Regional At Goodwin Field
DIY,0,37.893901825,40.2010002136,0,,,,,,,,,,0,0,0,0,El Fasher Airport
DJB,0,-1.6380200386,103.6439971924,0,,,,,,,,,,0,0,0,0,El Golea Airport
DJE,0,33.875,10.7755002975,0,,,,,,,,,,0,0,0,0,North Eleuthera Airport
DJG,0,24.292801,9.45244,0,,,,,,,,,,0,0,0,0,Elim Airport
DJJ,0,-2.5769500732,140.5160064697,0,,,,,,,,,,0,0,0,0,Elmira Corning Regional Airport
DKR,0,14.7397003174,-17.4902000427,0,,,,,,,,,,0,0,0,0,El Paso International Airport
DLA,0,4.0060801506,9.7194795609,0,,,,,,,,,,0,0,0,0,Gassim Airport
DLC,0,38.9656982422,121.5390014648,0,,,,,,,,,,0,0,0,0,Ben Schoeman Airport
DLE,0,47.042686,5.435061,0,,,,,,,,,,0,0,0,0,Guemar Airport
DLG,0,59.04470062,-158.5050049,0,,,,,,,,,,0,0,0,0,Elfin Cove Seaplane Base
DLH,0,46.8420982361,-92.1936035156,0,,,,,,,,,,0,0,0,0,East Midlands Airport
DLI,0,11.75,108.366997,0,,,,,,,,,,0,0,0,0,Emerald Airport
DLM,0,36.7131004333,28.7924995422,0,,,,,,,,,,0,0,0,0,Emmonak Airport
DLU,0,25.649401,100.319,0,,,,,,,,,,0,0,0,0,Kenai Municipal Airport
DLY,0,-18.7693996429,169.00100708,0,,,,,,,,,,0,0,0,0,Ende (H Hasan Aroeboesman) Airport
DMB,0,42.8535995483,71.3035964966,0,,,,,,,,,,0,0,0,0,Enshi Airport
DMD,0,-17.9403,138.822006,0,,,,,,,,,,0,0,0,0,Akanu Ibiam International Airport
DME,0,55.4087982178,37.9062995911,0,,,,,,,,,,0,0,0,0,Yan'an Ershilipu Airport
DMK,0,13.9125995636,100.607002258,0,,,,,,,,,,0,0,0,0,Enrique Olaya Herrera Airport
DMM,0,26.471200943,49.7979011536,0,,,,,,,,,,0,0,0,0,Eday Airport
DMU,0,25.8838996887,93.7711029053,0,,,,,,,,,,0,0,0,0,Esperance Airport
DND,0,56.4524993896,-3.0258300304,0,,,,,,,,,,0,0,0,0,Brigadier Antonio Parodi Airport
DNH,0,40.1610984802,94.8091964722,0,,,,,,,,,,0,0,0,0,Erzincan Airport
DNK,0,48.3572006226,35.1006011963,0,,,,,,,,,,0,0,0,0,Erfurt Airport
DNR,0,48.5876998901,-2.0799601078,0,,,,,,,,,,0,0,0,0,Erie International Tom Ridge Field
DNZ,0,37.7855987549,29.7012996674,0,,,,,,,,,,0,0,0,0,Erenhot Saiwusu International Airport
DOB,0,-5.7722201347,134.212005615,0,,,,,,,,,,0,0,0,0,Erechim Airport
DOK,0,48.073600769,37.7397003174,0,,,,,,,,,,0,0,0,0,Eirunepé Airport
DOL,0,49.3652992249,0.1543059945,0,,,,,,,,,,0,0,0,0,Eros Airport
DOM,0,15.547,-61.299999,0,,,,,,,,,,0,0,0,0,Erzurum International Airport
DOU,0,-22.2019,-54.926601,0,,,,,,,,,,0,0,0,0,Esenboğa International Airport
DPL,0,8.6019834988,123.341875076,0,,,,,,,,,,0,0,0,0,Delta County Airport
DPO,0,-41.1697006226,146.429992676,0,,,,,,,,,,0,0,0,0,Orcas Island Airport
DPS,0,-8.748169899,115.1669998169,0,,,,,,,,,,0,0,0,0,Elista Airport
DRG,0,66.0696029663,-162.76600647,0,,,,,,,,,,0,0,0,0,General Rivadeneira Airport
DRK,0,8.7188901901,-83.6417007446,0,,,,,,,,,,0,0,0,0,Mogador Airport
DRO,0,37.1515007019,-107.753997803,0,,,,,,,,,,0,0,0,0,Eilat Airport
DRS,0,51.1328010559,13.76720047,0,,,,,,,,,,0,0,0,0,Santa Rosa International Airport
DRV,0,5.1561,73.1302,0,,,,,,,,,,0,0,0,0,Metz-Nancy-Lorraine Airport
DRW,0,-12.4146995544,130.8769989014,0,,,,,,,,,,0,0,0,0,Mahlon Sweet Field
DSA,0,53.4805378105,-1.0106563568,0,,,,,,,,,,0,0,0,0,Hassan I Airport
DSK,0,31.9094009399,70.8965988159,0,,,,,,,,,,0,0,0,0,F. D. Roosevelt Airport
DSN,0,39.49,109.861388889,0,,,,,,,,,,0,0,0,0,"Harstad/Narvik Airport, Evenes"
DTM,0,51.5182991028,7.6122398377,0,,,,,,,,,,0,0,0,0,Sveg Airport
DTW,1,42.2123985291,-83.3534011841,0,,,,,,,,,,0,0,0,0,Zvartnots International Airport
DUB,0,53.421299,-6.27007,0,,,,,,,,,,0,0,0,0,Evansville Regional Airport
DUD,0,-45.9281005859,170.1979980469,0,,,,,,,,,,0,0,0,0,New Bedford Regional Airport
DUJ,0,41.17829895,-78.8986969,0,,,,,,,,,,0,0,0,0,Coastal Carolina Regional Airport
DUR,0,-29.6144444444,31.1197222222,0,,,,,,,,,,0,0,0,0,Newark Liberty International Airport
DUS,0,51.289501,6.76678,0,,,,,,,,,,0,0,0,0,Exeter International Airport
DUT,0,53.900100708,-166.544006348,0,,,,,,,,,,0,0,0,0,Beloyarskiy Airport
DVO,0,7.1255202293,125.6460037231,0,,,,,,,,,,0,0,0,0,El Yopal Airport
DWC,0,24.896356,55.161389,0,,,,,,,,,,0,0,0,0,Key West International Airport
DWD,0,24.4499,44.121201,0,,,,,,,,,,0,0,0,0,Ministro Pistarini International Airport
DXB,0,25.2527999878,55.3643989563,0,,,,,,,,,,0,0,0,0,Elazığ Airport
DYG,0,29.1028,110.443001,0,,,,,,,,,,0,0,0,0,Vagar Airport
DYR,0,64.734902,177.740997,0,,,,,,,,,,0,0,0,0,Fairbanks International Airport
DYU,0,38.5433006287,68.8249969482,0,,,,,,,,,,0,0,0,0,Faro Airport
DZA,0,-12.8046998978,45.2811012268,0,,,,,,,,,,0,0,0,0,Hector International Airport
DZN,0,47.708302,67.733299,0,,,,,,,,,,0,0,0,0,Fresno Yosemite International Airport
EAE,0,-17.0902996063,168.343002319,0,,,,,,,,,,0,0,0,0,Fakarava Airport
EAM,0,17.6114006042,44.4192008972,0,,,,,,,,,,0,0,0,0,Fayetteville Regional Grannis Field
EAS,0,43.3564987183,-1.7906099558,0,,,,,,,,,,0,0,0,0,Lubumbashi International Airport
EAT,0,47.3988990784,-120.207000732,0,,,,,,,,,,0,0,0,0,Glacier Park International Airport
EAU,0,44.8657989502,-91.4842987061,0,,,,,,,,,,0,0,0,0,Leonardo da Vinci–Fiumicino Airport
EBA,0,42.7603,10.2394,0,,,,,,,,,,0,0,0,0,Martinique Aimé Césaire International Airport
EBB,0,0.0423859991,32.4435005188,0,,,,,,,,,,0,0,0,0,Friedrichshafen Airport
EBH,0,33.7216666667,1.0925,0,,,,,,,,,,0,0,0,0,Fergana International Airport
EBJ,0,55.525902,8.5534,0,,,,,,,,,,0,0,0,0,Fernando de Noronha Airport
EBL,0,36.2375984192,43.9631996155,0,,,,,,,,,,0,0,0,0,Saïss Airport
EBU,0,45.540599823,4.2963900566,0,,,,,,,,,,0,0,0,0,Ndjili International Airport
ECN,0,35.1547012329,33.4961013794,0,,,,,,,,,,0,0,0,0,Fujairah International Airport
ECP,0,30.357106,-85.795414,0,,,,,,,,,,0,0,0,0,Karlsruhe Baden-Baden Airport
EDI,0,55.9500007629,-3.3724999428,0,,,,,,,,,,0,0,0,0,Bangoka International Airport
EDL,0,0.4044579864,35.238899231,0,,,,,,,,,,0,0,0,0,Venango Regional Airport
EDO,0,39.554599762,27.0137996674,0,,,,,,,,,,0,0,0,0,Fakfak Airport
EDR,0,-14.896451,141.60908,0,,,,,,,,,,0,0,0,0,Fukushima Airport
EEK,0,60.21367264,-162.0438843,0,,,,,,,,,,0,0,0,0,Gustavo Artunduaga Paredes Airport
EFL,0,38.120098114,20.5004997253,0,,,,,,,,,,0,0,0,0,Flagstaff Pulliam Airport
EGC,0,44.8252983093,0.5186110139,0,,,,,,,,,,0,0,0,0,Fort Lauderdale Hollywood International Airport
EGE,0,39.64260101,-106.9179993,0,,,,,,,,,,0,0,0,0,Hercílio Luz International Airport
EGM,0,-8.5788898468,157.8760070801,0,,,,,,,,,,0,0,0,0,Florence Regional Airport
EGN,0,13.4816999435,22.4671993256,0,,,,,,,,,,0,0,0,0,Peretola Airport
EGO,0,50.6437988281,36.5900993347,0,,,,,,,,,,0,0,0,0,Flinders Island Airport
EGS,0,65.2833023071,-14.4013996124,0,,,,,,,,,,0,0,0,0,Flores Airport
EGX,0,58.1855010986,-157.375,0,,,,,,,,,,0,0,0,0,Formosa Airport
EIN,0,51.4500999451,5.3745298386,0,,,,,,,,,,0,0,0,0,Memmingen Allgau Airport
EIS,0,18.4447994232,-64.5429992676,0,,,,,,,,,,0,0,0,0,Four Corners Regional Airport
EJA,0,7.02433,-73.8068,0,,,,,,,,,,0,0,0,0,Münster Osnabrück Airport
EJH,0,26.198600769,36.476398468,0,,,,,,,,,,0,0,0,0,Lungi International Airport
EKO,0,40.8249015808,-115.7919998169,0,,,,,,,,,,0,0,0,0,Madeira Airport
EKS,0,49.1903,142.082993,0,,,,,,,,,,0,0,0,0,Nîmes-Arles-Camargue Airport
ELC,0,-12.0193996429,135.570999146,0,,,,,,,,,,0,0,0,0,Pyongyang Sunan International Airport
ELD,0,33.2210006714,-92.8133010864,0,,,,,,,,,,0,0,0,0,Bishop International Airport
ELF,0,13.6148996353,25.3246002197,0,,,,,,,,,,0,0,0,0,Fuzhou Changle International Airport
ELG,0,30.5713005066,2.8595900536,0,,,,,,,,,,0,0,0,0,Topeka Regional Airport - Forbes Field
ELH,0,25.474899292,-76.6835021973,0,,,,,,,,,,0,0,0,0,Arenal Airport
ELI,0,64.61470032,-162.2720032,0,,,,,,,,,,0,0,0,0,Pinto Martins International Airport
ELP,0,31.80719948,-106.3779984,0,,,,,,,,,,0,0,0,0,Grand Bahama International Airport
ELQ,0,26.3027992249,43.7743988037,0,,,,,,,,,,0,0,0,0,Frankfurt am Main Airport
ELS,0,-33.0355987549,27.8258991241,0,,,,,,,,,,0,0,0,0,Friday Harbor Airport
ELU,0,33.5113983154,6.7767901421,0,,,,,,,,,,0,0,0,0,Fera/Maringe Airport
ELV,0,58.1952018738,-136.347000122,0,,,,,,,,,,0,0,0,0,Florø Airport
EMA,0,52.8311004639,-1.3280600309,0,,,,,,,,,,0,0,0,0,Mundo Maya International Airport
EMD,0,-23.5674991608,148.179000854,0,,,,,,,,,,0,0,0,0,Manas International Airport
EMK,0,62.78609848,-164.4909973,0,,,,,,,,,,0,0,0,0,Francistown Airport
ENA,0,60.5731010437,-151.2449951172,0,,,,,,,,,,0,0,0,0,Figari Sud-Corse Airport
ENE,0,-8.8492898941,121.661003113,0,,,,,,,,,,0,0,0,0,Joe Foss Field Airport
ENH,0,30.3202991486,109.48500061,0,,,,,,,,,,0,0,0,0,Fort Smith Regional Airport
ENU,0,6.4742698669,7.5619602203,0,,,,,,,,,,0,0,0,0,St Pierre Airport
ENY,0,36.636902,109.554001,0,,,,,,,,,,0,0,0,0,Futuna Airport
EOH,0,6.220549,-75.590582,0,,,,,,,,,,0,0,0,0,El Calafate Airport
EOI,0,59.1906013489,-2.7722198963,0,,,,,,,,,,0,0,0,0,Tôlanaro Airport
EPR,0,-33.684399,121.822998,0,,,,,,,,,,0,0,0,0,Fuerteventura Airport
EQS,0,-42.908000946,-71.139503479,0,,,,,,,,,,0,0,0,0,Fuyang Xiguan Airport
ERC,0,39.7102012634,39.5270004272,0,,,,,,,,,,0,0,0,0,Fukue Airport
ERF,0,50.979801178,10.9581003189,0,,,,,,,,,,0,0,0,0,Fukuoka Airport
ERL,0,43.4225,112.096667,0,,,,,,,,,,0,0,0,0,Funafuti International Airport
ERM,0,-27.6618995667,-52.2682991028,0,,,,,,,,,,0,0,0,0,Pointe Vele Airport
ERN,0,-6.6395301819,-69.8797988892,0,,,,,,,,,,0,0,0,0,Fort Wayne International Airport
ERS,0,-22.6121997833,17.0804004669,0,,,,,,,,,,0,0,0,0,Fort Yukon Airport
ERZ,0,39.9565010071,41.1702003479,0,,,,,,,,,,0,0,0,0,Gabès Matmata International Airport
ESB,0,40.1281013489,32.995098114,0,,,,,,,,,,0,0,0,0,Gafsa Ksar International Airport
ESD,0,48.7081985474,-122.910003662,0,,,,,,,,,,0,0,0,0,Yamagata Airport
ESL,0,46.3739013672,44.3308982849,0,,,,,,,,,,0,0,0,0,Edward G. Pitka Sr Airport
ESM,0,0.9785190225,-79.6266021729,0,,,,,,,,,,0,0,0,0,Gambell Airport
ESU,0,31.3974990845,-9.6816701889,0,,,,,,,,,,0,0,0,0,Gan International Airport
ETH,0,29.5613002777,34.9600982666,0,,,,,,,,,,0,0,0,0,Mariana Grajales Airport
ETR,0,-3.441986,-79.996957,0,,,,,,,,,,0,0,0,0,Lokpriya Gopinath Bordoloi International Airport
ETZ,0,48.9821014404,6.2513198853,0,,,,,,,,,,0,0,0,0,Gabala International Airport
EUG,0,44.1245994568,-123.2119979858,0,,,,,,,,,,0,0,0,0,Sir Seretse Khama International Airport
EUN,0,27.151699,-13.2192,0,,,,,,,,,,0,0,0,0,Gorgan Airport
EUX,0,17.4965000153,-62.9794006348,0,,,,,,,,,,0,0,0,0,Gillette Campbell County Airport
EVE,0,68.4913024902,16.6781005859,0,,,,,,,,,,0,0,0,0,Gachsaran Airport
EVG,0,62.0477981567,14.4229001999,0,,,,,,,,,,0,0,0,0,Guernsey Airport
EVN,0,40.1473007202,44.3959007263,0,,,,,,,,,,0,0,0,0,Garden City Regional Airport
EWB,0,41.6761016846,-70.9569015503,0,,,,,,,,,,0,0,0,0,Owen Roberts International Airport
EWN,0,35.0730018616,-77.0429000854,0,,,,,,,,,,0,0,0,0,Grand Canyon National Park Airport
EXT,0,50.7344017029,-3.4138898849,0,,,,,,,,,,0,0,0,0,Gode Airport
EYK,0,63.686901,66.698601,0,,,,,,,,,,0,0,0,0,Don Miguel Hidalgo Y Costilla International Airport
EYP,0,5.31911,-72.384,0,,,,,,,,,,0,0,0,0,Gdańsk Lech Wałęsa Airport
EYW,0,24.5561008453,-81.7595977783,0,,,,,,,,,,0,0,0,0,Gonder Airport
EZE,0,-34.8222,-58.5358,0,,,,,,,,,,0,0,0,0,JAGS McCartney International Airport
EZS,0,38.6068992615,39.2914009094,0,,,,,,,,,,0,0,0,0,Dawson Community Airport
FAE,0,62.0635986328,-7.2772197723,0,,,,,,,,,,0,0,0,0,Sokol Airport
FAI,0,64.81510162,-147.8560028,0,,,,,,,,,,0,0,0,0,Gelendzhik Airport
FAO,0,37.0144004822,-7.9659099579,0,,,,,,,,,,0,0,0,0,Nouméa Magenta Airport
FAR,0,46.9207000732,-96.8158035278,0,,,,,,,,,,0,0,0,0,Spokane International Airport
FAT,0,36.7761993408,-119.7180023193,0,,,,,,,,,,0,0,0,0,Santo Ângelo Airport
FAV,0,-16.0541000366,-145.6569976807,0,,,,,,,,,,0,0,0,0,Cheddi Jagan International Airport
FAY,0,34.9911994934,-78.8803024292,0,,,,,,,,,,0,0,0,0,General Santos International Airport
FBM,0,-11.5913000107,27.5308990479,0,,,,,,,,,,0,0,0,0,Geraldton Airport
FCA,0,48.3105010986,-114.2559967041,0,,,,,,,,,,0,0,0,0,Gällivare Airport
FCO,0,41.8002778,12.2388889,0,,,,,,,,,,0,0,0,0,Griffith Airport
FDF,0,14.5909996033,-61.003200531,0,,,,,,,,,,0,0,0,0,Grand Forks International Airport
FDH,0,47.6712989807,9.5114898682,0,,,,,,,,,,0,0,0,0,Grafton Airport
FEG,0,40.3587989807,71.7450027466,0,,,,,,,,,,0,0,0,0,East Texas Regional Airport
FEN,0,-3.85493,-32.423302,0,,,,,,,,,,0,0,0,0,Exuma International Airport
FEZ,0,33.9272994995,-4.9779601097,0,,,,,,,,,,0,0,0,0,Wokal Field Glasgow International Airport
FIH,0,-4.3857498169,15.4446001053,0,,,,,,,,,,0,0,0,0,Noumérat - Moufdi Zakaria Airport
FJR,0,25.1121997833,56.3240013123,0,,,,,,,,,,0,0,0,0,Governor's Harbour Airport
FKB,0,48.7793998718,8.0804996491,0,,,,,,,,,,0,0,0,0,Ghat Airport
FKI,0,0.4816389978,25.3379993439,0,,,,,,,,,,0,0,0,0,Gibraltar Airport
FKL,0,41.3778991699,-79.8603973389,0,,,,,,,,,,0,0,0,0,Rio Galeão – Tom Jobim International Airport
FKQ,0,-2.9201900959,132.266998291,0,,,,,,,,,,0,0,0,0,Gilgit Airport
FKS,0,37.2274017334,140.4309997559,0,,,,,,,,,,0,0,0,0,Gisborne Airport
FLA,0,1.58919,-75.5644,0,,,,,,,,,,0,0,0,0,Sigiriya Air Force Base
FLG,0,35.13850021,-111.6709976,0,,,,,,,,,,0,0,0,0,Jizan Regional Airport
FLN,0,-27.6702785492,-48.5525016785,0,,,,,,,,,,0,0,0,0,La Laguna Airport
FLO,0,34.1853981018,-79.7238998413,0,,,,,,,,,,0,0,0,0,Grand Junction Regional Airport
FLR,0,43.810001,11.2051,0,,,,,,,,,,0,0,0,0,Goroka Airport
FLS,0,-40.0917015076,147.992996216,0,,,,,,,,,,0,0,0,0,Kooddoo Airport
FLW,0,39.4552993774,-31.1313991547,0,,,,,,,,,,0,0,0,0,Glasgow International Airport
FMA,0,-26.2127,-58.2281,0,,,,,,,,,,0,0,0,0,Golfito Airport
FMM,0,47.9888000488,10.2395000458,0,,,,,,,,,,0,0,0,0,Mid Delta Regional Airport
FMN,0,36.7411994934,-108.230003357,0,,,,,,,,,,0,0,0,0,Galcaio Airport
FMO,0,52.134601593,7.6848301888,0,,,,,,,,,,0,0,0,0,Gloucestershire Airport
FNA,0,8.6164398193,-13.1955003738,0,,,,,,,,,,0,0,0,0,Gladstone Airport
FNC,0,32.697899,-16.7745,0,,,,,,,,,,0,0,0,0,Golovin Airport
FNI,0,43.7574005127,4.4163498878,0,,,,,,,,,,0,0,0,0,Gemena Airport
FNJ,0,39.224098,125.669998,0,,,,,,,,,,0,0,0,0,Gambella Airport
FNT,0,42.9654006958,-83.743598938,0,,,,,,,,,,0,0,0,0,Gimpo International Airport
FOC,0,25.9351005554,119.6630020142,0,,,,,,,,,,0,0,0,0,Totegegie Airport
FOE,0,38.9509010315,-95.6635971069,0,,,,,,,,,,0,0,0,0,La Gomera Airport
FON,0,10.478,-84.634499,0,,,,,,,,,,0,0,0,0,Point Salines International Airport
FOR,0,-3.7762799263,-38.5326004028,0,,,,,,,,,,0,0,0,0,Guanambi Airport
FPO,0,26.5587005615,-78.695602417,0,,,,,,,,,,0,0,0,0,Gainesville Regional Airport
FRD,0,48.5219993591,-123.024002075,0,,,,,,,,,,0,0,0,0,Şanlıurfa GAP Airport
FRE,0,-8.1075,159.576996,0,,,,,,,,,,0,0,0,0,Genoa Cristoforo Colombo Airport
FRO,0,61.5835990906,5.024720192,0,,,,,,,,,,0,0,0,0,Godthaab / Nuuk Airport
FRS,0,16.9137992859,-89.8664016724,0,,,,,,,,,,0,0,0,0,Dabolim Airport
FRU,0,43.0612983704,74.4776000977,0,,,,,,,,,,0,0,0,0,Nizhny Novgorod Strigino International Airport
FRW,0,-21.1595993042,27.4745006561,0,,,,,,,,,,0,0,0,0,Goma International Airport
FSC,0,41.5005989075,9.0977802277,0,,,,,,,,,,0,0,0,0,Gorakhpur Airport
FSD,0,43.5820007324,-96.741897583,0,,,,,,,,,,0,0,0,0,Golmud Airport
FSM,0,35.3366012573,-94.367401123,0,,,,,,,,,,0,0,0,0,Gothenburg-Landvetter Airport
FSP,0,46.7629013062,-56.1730995178,0,,,,,,,,,,0,0,0,0,Garoua International Airport
FTA,0,-19.5163993835,170.231994629,0,,,,,,,,,,0,0,0,0,Gove Airport
FTE,0,-50.2803,-72.053101,0,,,,,,,,,,0,0,0,0,Araxos Airport
FTU,0,-25.0380992889,46.9561004639,0,,,,,,,,,,0,0,0,0,Tancredo Thomas de Faria Airport
FUE,0,28.4526996613,-13.8638000488,0,,,,,,,,,,0,0,0,0,Juan Casiano Airport
FUG,0,32.882157,115.734364,0,,,,,,,,,,0,0,0,0,Seymour Airport
FUJ,0,32.6663017273,128.8329925537,0,,,,,,,,,,0,0,0,0,Gulfport Biloxi International Airport
FUK,0,33.585899353,130.4510040283,0,,,,,,,,,,0,0,0,0,Austin Straubel International Airport
FUN,0,-8.525,179.195999,0,,,,,,,,,,0,0,0,0,Central Nebraska Regional Airport
FUT,0,-14.3114004135,-178.065994263,0,,,,,,,,,,0,0,0,0,George Airport
FYU,0,66.5715026855,-145.25,0,,,,,,,,,,0,0,0,0,Robert Gray  Army Air Field Airport
GAE,0,33.8768997192,10.1033000946,0,,,,,,,,,,0,0,0,0,Girona Airport
GAF,0,34.422000885,8.8225002289,0,,,,,,,,,,0,0,0,0,Gurupi Airport
GAJ,0,38.4118995667,140.371002197,0,,,,,,,,,,0,0,0,0,Eelde Airport
GAL,0,64.73619843,-156.9369965,0,,,,,,,,,,0,0,0,0,Gerald R. Ford International Airport
GAM,0,63.7667999268,-171.733001709,0,,,,,,,,,,0,0,0,0,Guarulhos - Governador André Franco Montoro International Airport
GAN,0,-0.693342,73.155602,0,,,,,,,,,,0,0,0,0,Graciosa Airport
GAO,0,20.0853004456,-75.1583023071,0,,,,,,,,,,0,0,0,0,Federico Garcia Lorca Airport
GAU,0,26.1061000824,91.585899353,0,,,,,,,,,,0,0,0,0,Graz Airport
GBB,0,40.826667,47.7125,0,,,,,,,,,,0,0,0,0,Gothenburg City Airport
GBE,0,-24.5552005768,25.9181995392,0,,,,,,,,,,0,0,0,0,Piedmont Triad International Airport
GBT,0,36.9094009399,54.4012985229,0,,,,,,,,,,0,0,0,0,Greenville Spartanburg International Airport
GCC,0,44.3488998413,-105.539001465,0,,,,,,,,,,0,0,0,0,Gustavus Airport
GCH,0,30.337600708,50.827999115,0,,,,,,,,,,0,0,0,0,Groote Eylandt Airport
GCI,0,49.4350013733,-2.6019699574,0,,,,,,,,,,0,0,0,0,Great Falls International Airport
GCK,0,37.9275016785,-100.723999023,0,,,,,,,,,,0,0,0,0,Jalaluddin Airport
GCN,0,35.9524002075,-112.1470031738,0,,,,,,,,,,0,0,0,0,Golden Triangle Regional Airport
GDE,0,5.9351301193,43.5786018372,0,,,,,,,,,,0,0,0,0,La Aurora Airport
GDL,0,20.5217990875,-103.3109970093,0,,,,,,,,,,0,0,0,0,Gunnison Crested Butte Regional Airport
GDN,0,54.3776016235,18.4661998749,0,,,,,,,,,,0,0,0,0,Antonio B. Won Pat International Airport
GDQ,0,12.519900322,37.4339981079,0,,,,,,,,,,0,0,0,0,Gurney Airport
GDT,0,21.4444999695,-71.1423034668,0,,,,,,,,,,0,0,0,0,Atyrau Airport
GDV,0,47.13869858,-104.8069992,0,,,,,,,,,,0,0,0,0,Geneva Cointrin International Airport
GDX,0,59.9109992981,150.7200012207,0,,,,,,,,,,0,0,0,0,Coronel Altino Machado de Oliveira Airport
GDZ,0,44.5820926295,38.0124807358,0,,,,,,,,,,0,0,0,0,Gwadar International Airport
GEA,0,-22.2583007813,166.4730072021,0,,,,,,,,,,0,0,0,0,Gwalior Airport
GEG,0,47.6198997498,-117.533996582,0,,,,,,,,,,0,0,0,0,Westerland Sylt Airport
GEL,0,-28.2817,-54.169102,0,,,,,,,,,,0,0,0,0,Sayun International Airport
GEO,0,6.4985499382,-58.2541007996,0,,,,,,,,,,0,0,0,0,Gannan Xiahe Airport
GES,0,6.0580000877,125.096000671,0,,,,,,,,,,0,0,0,0,Capitán de Av. Emilio Beltrán Airport
GET,0,-28.796101,114.707001,0,,,,,,,,,,0,0,0,0,Heydar Aliyev International Airport
GEV,0,67.1324005127,20.8145999908,0,,,,,,,,,,0,0,0,0,José Joaquín de Olmedo International Airport
GFF,0,-34.2508010864,146.067001343,0,,,,,,,,,,0,0,0,0,Santa Genoveva Airport
GFK,0,47.949299,-97.176102,0,,,,,,,,,,0,0,0,0,Guangyuan Airport
GFN,0,-29.7593994141,153.0299987793,0,,,,,,,,,,0,0,0,0,Nusatupe Airport
GGG,0,32.3839988708,-94.7115020752,0,,,,,,,,,,0,0,0,0,Gazipaşa Airport
GGT,0,23.5625991821,-75.8779983521,0,,,,,,,,,,0,0,0,0,Gaziantep International Airport
GGW,0,48.212502,-106.614998,0,,,,,,,,,,0,0,0,0,Hasvik Airport
GHA,0,32.3841018677,3.7941100597,0,,,,,,,,,,0,0,0,0,Hachijojima Airport
GHB,0,25.2847003937,-76.3310012817,0,,,,,,,,,,0,0,0,0,Halmstad Airport
GHT,0,25.1455993652,10.1426000595,0,,,,,,,,,,0,0,0,0,Prince Said Ibrahim International Airport
GIB,0,36.1511993408,-5.3496599197,0,,,,,,,,,,0,0,0,0,Hannover Airport
GIG,0,-22.8099994659,-43.2505569458,0,,,,,,,,,,0,0,0,0,Haikou Meilan International Airport
GIL,0,35.918800354,74.3336029053,0,,,,,,,,,,0,0,0,0,Hamburg Airport
GIS,0,-38.6632995605,177.9779968262,0,,,,,,,,,,0,0,0,0,Noi Bai International Airport
GIU,0,7.9566698074,80.7285003662,0,,,,,,,,,,0,0,0,0,Hanimaadhoo Airport
GIZ,0,16.9011001587,42.5858001709,0,,,,,,,,,,0,0,0,0,Ha'il Airport
GJA,0,16.4454,-85.906601,0,,,,,,,,,,0,0,0,0,Haugesund Airport
GJT,0,39.1223983765,-108.527000427,0,,,,,,,,,,0,0,0,0,José Martí International Airport
GKA,0,-6.0816898346,145.391998291,0,,,,,,,,,,0,0,0,0,Hobart International Airport
GKK,0,0.7324,73.4336,0,,,,,,,,,,0,0,0,0,Borg El Arab International Airport
GLA,0,55.8718986511,-4.4330601692,0,,,,,,,,,,0,0,0,0,Hubli Airport
GLF,0,8.654009819,-83.1821975708,0,,,,,,,,,,0,0,0,0,Holy Cross Airport
