User_Photos,Review_Funny,Review_Date,User_Image_Link,User_Profile_Link,User_Neighborhood,User_City,User_State,User_Country,Review_Rating,User_Friends,Review_Useful,User_Reviews,Review_Type,Review_Contents,User_Name,Review_Cool,User_2021_Elite,ObjectId,Is_CTR,Lon,Lat
0,0,1/7/11,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=knsh88MIYLNziLlds8ZGQA,,Washington,DC,United States,3,127,0,6,Recommended,Good pizza, good service," cool atmosphere but I will not support a restaurant that links to Media Matters (as one of their friends) from their website. ¥Ë_¥Ë_Bummer but I won't be going back.""""",Stephanie L.,213,0,-77.03196,38.89037
0,0,1/29/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=9ubSQhZsTTDNA1CTML-bMA,,Washington,DC,United States,2,0,1,96,Recommended,yeah, this place just isn't that good, at all. ¥Ë_¥Ë_been there twice, the first time i went the pizza had almost no cheese and it was surprisingly floppy - no structure at all to the pie - yuck. ¥Ë_¥Ë_second time there was SO much cheese and barely ANY toppings. ¥Ë_¥Ë_keep in mind i ordered a MUSHROOM and bacon pizza. ¥Ë_¥Ë_i mean,214,0,-77.03196,38.89037
0,0,6/18/09,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=dOoL_zUL59OGPFZeHKEuHg,,Baltimore,MD,United States,3,2,0,10,Recommended,this place is cute. ¥Ë_¥Ë_the pizza is just slightly better than ok though.,beth p.,0,No,215,0,-76.60926,39.29058
0,0,12/25/20,https://s3-media0.fl.yelpcdn.com/photo/_Qw2IqufFLi1eQfvSEGDYg/60s.jpg,???,,San Francisco,CA,United States,1,372,0,3,Not_Recommended,Creepy pedophiles run this place. Their Instagram is full of child pornography and they host speakers and bands who love to talk about their pedophilia.,Alejandro G.,0,???,216,0,-122.41964,37.77712
68,0,4/11/20,https://s3-media0.fl.yelpcdn.com/photo/0kV_etOMfipy3_Sv9bs-zQ/60s.jpg,???,,Chicago,IL,United States,1,1068,0,56,Not_Recommended,Disgusting place and very filthy. Establishment is not something you want to be seen in.,Nick F.,0,???,217,0,-87.63245,41.88425
0,0,3/23/20,https://s3-media0.fl.yelpcdn.com/photo/z1HuraRxhXUR4muhkAbubQ/60s.jpg,???,,Wurtland,KY,United States,1,88,0,1,Not_Recommended,Ordered a few pizza's. The totals didn't add up. The prices were $6,$6 , and $6, but my total was $17... Makes zero sense,218,0,-82.78384,38.55008
0,0,10/15/19,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,Northwest Washington,Washington,DC,United States,1,0,0,1,Not_Recommended,This establishment was once a long time family favorite. My recent visit however turned a sour note. Last night my wife and I were greeted at the door by an unfamiliar hostess (whom might I add did not look to be legal working age) she greeted us with disdain and seemed easily distracted and unprofessional. She took quite a while to seemingly even notice we were there despite there being a fairly empty house. Comet is a renowned business," and I am surprised and appalled by this level of immaturity.""""",Micheal W.,0,219,0,-113.5091,37.13027
0,0,7/29/17,https://s3-media0.fl.yelpcdn.com/photo/RbBGWOw71qGtCqOqqQXR5Q/60s.jpg,???,,New Haven,CT,United States,1,0,0,22,Not_Recommended,I'm from New Haven. This place is NOT good pizza! Ew! Creepy people serving! Creepy feeling. At one point we heard screaming in the back and it clearly made everyone uncomfortable. It wasn't fighting," it was terror. The Yalie? Cmon.""""",Jennifer R.,0,220,0,-72.92432,41.30801
0,0,6/11/17,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,1,0,0,2,Not_Recommended,Had a very bad experience a couple of weeks ago with this restaurant. ¥Ë_¥Ë_We ordered 2 pizzas, 1 tiramisu and 1 caramel sundae. ¥Ë_¥Ë_Had to wait at least 45 minutes at restaurant for order," as the sundae was """"""""missing"""""""". ¥Ë_¥Ë_The pizzas were very light on sauce", which wasn't very tasty,221,0,-77.03196,38.89037
1,0,2/3/17,https://s3-media0.fl.yelpcdn.com/photo/CTBN0cP6TV5YA1BRPK9akA/60s.jpg,???,Northwest Washington,Washington,DC,United States,1,0,0,2,Not_Recommended,The service here...sucked. Usually at restaurants you don't get your appetizers and main course at the same time. Way to rush my family for my father's birthday. The waiter rushed through our order and displayed impatience in every way. The food was overrated as well, mainly due to poor appetizer options on the menu. The pizza was not above average," and ping pong balls from careless consumers flew near our tables from the backof the restaurant. Total waste of time. Save yourself and your time - do not eat here.""""",Rocky P.,222,0,-113.5091,37.13027
0,0,10/11/16,https://s3-media0.fl.yelpcdn.com/photo/zRJg8kzqgmNjz5jCz16kGA/60s.jpg,???,,Washington,DC,United States,1,0,0,7,Not_Recommended,The food was actually pretty good. As a New York vegetarian, I approve. But with the ping pong it's just so loud from all the 8 year olds screaming and you can't even have a good match because 7 & 8 year old kids are running into you looking for their ball and one kid just put his paddle onto our table to get a ball that he (looked like) purposely hit a ball as hard as possible during a 35 point rally. So to shortly summarize it," go for the food.""""",Jax C.,223,0,-77.03196,38.89037
0,0,8/12/16,https://s3-media0.fl.yelpcdn.com/photo/lUpfg0UR7LmxqueM2WNs1Q/60s.jpg,???,,Mount Dora,FL,United States,1,46,0,3,Not_Recommended,Horrible time! ¥Ë_¥Ë_We went here on our trip to DC for my daugther's birthday. ¥Ë_¥Ë_The pizza was small and expensive. ¥Ë_¥Ë_The chicken wings tasted like they had a rub on them that was half buffalo and half bbq. ¥Ë_¥Ë_The refills were non existent. ¥Ë_¥Ë_Their claim is that you can play ping pong while you wait, but they only have three ping pong tables so there was never any time. ¥Ë_¥Ë_They also don't advise you that they add automatic gratuity to your bill. ¥Ë_¥Ë_There were 2 adults and 3 children," our bill was over $100 and we did not get full. ¥Ë_¥Ë_Will not come back or recommend anyone to drive out of their way to find this place.""""",Kerri C.,224,0,-81.64452,28.80249
0,0,4/19/16,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,1,0,0,8,Not_Recommended,This is for carry out. Maybe Tuesday isn't a good day for them. Maybe they discriminate against carry out customers. Who knows? Usually in the restaurant their pizzas are fantastic. But this is a review of carry out only. First, the pizza was cold. Maybe they figure it'll get cold anyhow, except I live only a couple blocks away, was parked nearby,225,0,-77.03196,38.89037
0,0,1/23/15,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,1,0,0,1,Not_Recommended,I was extremely disappointed in this pizza. ¥Ë_¥Ë_My friends were hyping it up and after a long wait even after calling to order beforehand my friend Shek finally came back with some cold pizza and a almost unbelievable tale about his horrendous experience at this place. ¥Ë_¥Ë_Shame on you Comet. ¥Ë_¥Ë_You've lost some potential customers tonight.,Warren P.,0,???,226,0,-77.03196,38.89037
0,0,4/15/12,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Columbia,MD,United States,1,0,0,1,Not_Recommended,Went there the other night with some friends for the first time. ¥Ë_¥Ë_Ordered drinks, then for the next 25 minutes we were trying to get the waiters' attention so we could order, and he didn't even glance our way once for that entire time. ¥Ë_¥Ë_One of us actually had to go across the restaurant and tap on his shoulder and ask him to take our orders. ¥Ë_¥Ë_During that time, I politely asked another passing waiter/host,227,0,-76.86709,39.21106
0,0,8/30/11,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Salt Lake City,UT,United States,1,0,0,1,Not_Recommended,Do not eat the chicken wings here!! They are horrible. Also avoid the Yalie pizza with clams. Ugh. The only thing that was remotely ok was the beer. Definitely NOT worth it.,Rachel s.,0,???,228,0,-111.88822,40.76031
0,0,6/9/11,https://s3-media0.fl.yelpcdn.com/photo/PyGZH23Y9NFKnbqsFqaguA/60s.jpg,???,,Washington,DC,United States,1,0,0,37,Not_Recommended,I don't get why this place always seems busy. ¥Ë_¥Ë_The menu is very limited and the main item, pizza is fair at best. The chicken wings are greasy and salads are just okay. ¥Ë_¥Ë_ The prices are too high for the quality and portion sizes. ¥Ë_¥Ë_We've tried commet 3 times in the past year, when we've been too lazy to drive anywhere. Comet is just a couple blocks from our home. ¥Ë_¥Ë_ ¥Ë_¥Ë_The staff is okay but if they say you'll have ¥Ë_¥Ë_a twenty minute wait, count on at least a 45 minute wait. ¥Ë_¥Ë_ They will always seat parties of 5 or more before parties of 3,229,0,-77.03196,38.89037
0,0,11/17/10,https://s3-media0.fl.yelpcdn.com/photo/gfCnUJH2Gd_pMvRt63JaWA/60s.jpg,???,,Washington,DC,United States,1,151,0,16,Not_Recommended,Hooooooooorible Service........,Dwayne R.,0,???,230,0,-77.03196,38.89037
0,0,11/11/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Manassas,VA,United States,1,0,0,2,Not_Recommended,We were excited to try b/c we saw on Diners Drive-ins and Dives, so we took the metro and met up with some family members. The wait was an hour on a wed night," which is cool with me b/c we caught some drinks at the bar. The food was awful. The flavors were not matched properly and they were all over the place. I love to taste new things but these pizzas were not good. The crust was bland; each person's meal felt like it was missing something. I will not be spending 14 bucks on a crappy pizza there again.""""",H O.,231,0,-77.47086,38.75125
0,0,2/9/19,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Martin's Additions,MD,United States,2,0,0,2,Not_Recommended,I've been to Comet before and let me tell you they have gone downhill. The pizza was subpar (lacked flavor, very bland), and they charged an obscene 20 dollar dessert fee to bring in cupcakes for a birthday. But that's the least bit of my concern. The staff there was INCREDIBLY impolite. It started with us wanted to switch our table after being crammed all the way in the back corner into a booth when we had a table for 7. Then, an impolite staff member walking by told us in a very rude manner we had to see a hostess to be reseated. Acting like we caused her an inconvenience,232,0,-77.06829,38.97872
0,0,3/4/18,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Hanover,MD,United States,2,33,0,1,Not_Recommended,I wanted to love this place. There are only 3 ping pong tables and no organization to using them. I wasn't impressed with the beer or alcohol list either. The wait for a Saturday night at 6 wasn't horrible, about 35 minutes. We had; garlic knots, (burnt, not very garlicky or flavorful at all and only 2 in an order) risotto bites,233,0,-76.72414,39.19289
0,0,5/24/17,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Tacoma,WA,United States,2,0,0,7,Not_Recommended,Cheap tasting," cafeteria/ buffet quality pizza taste like toppings on cardboard... place also has a hippy vibe and smells.""""",Pole D.,0,234,0,-122.44164,47.25513
0,0,3/29/17,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Alexandria,VA,United States,2,0,0,9,Not_Recommended,Not happy giving a C to the place, because I want them to survive the shooting incident. But the pizzas are very pricey and very small. The place is so loud that when it is full, it is hard to even hear the person next to you. So, you have to order more than one pizza if there are two of you (unless you get other things),235,0,-77.04341,38.8046
0,0,12/3/16,https://s3-media0.fl.yelpcdn.com/photo/R5xX4ouK5hWGmsci30tuIw/60s.jpg,???,,Falls Church,VA,United States,2,0,0,3,Not_Recommended,Very overpriced and low-quality pizza. Ping pong was fun but too many children to actually get a serious game in,Rob S.,0,???,236,0,-77.17362,38.88549
0,0,9/21/15,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Beverly Hills,CA,United States,2,0,0,16,Not_Recommended,Their pizza is pretty bad. The bar is a disappointment and I would go elsewhere if you are looking for a full bar. Families let their kids go screaming wild in the ping pong area while the parents eat in the other room. Don't venture in the kids room as it is intense and frightening. Once ordered wings, they looked horrible, like someone had started eating and tearing into them. Told the bartender and he said," """"""""oh yeah i noticed those looked terrible when i took them over."""""""" Then why did you serve them? The gas station across the street serves better pizza.""""",237,0,-118.40046,34.0736
0,0,5/13/13,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Burke,VA,United States,2,0,0,3,Not_Recommended,Chaotic (uncontrolled and undisciplined children), overpriced," & so-so food. Service once finally seated was quite good.""""",John R.,238,0,-77.27191,38.79355
0,0,12/30/11,https://s3-media0.fl.yelpcdn.com/photo/jFQcBspCE8LxYG24EoQLVg/60s.jpg,???,,Washington,DC,United States,2,4,0,32,Not_Recommended,Ehhhh... okay for the price. Glad we had a groupon.,Sarah F.,0,???,239,0,-77.03196,38.89037
0,0,7/22/11,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Cincinnati,OH,United States,2,0,0,3,Not_Recommended,Comet was featured on an episode of Diners, Drive-Ins and Dives on the Food Network, so I was expecting a great experience when I visited. Unfortunately, I must say that the customer service was some of the worst that I've ever had,240,0,-84.45689,39.162
0,0,6/20/11,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Alexandria,VA,United States,2,0,0,3,Not_Recommended,Since Comet Ping Pong was offering a Groupon, we thought this might be a good chance to check them out. ¥Ë_¥Ë_We went on a Saturday afternoon, which was quite busy. ¥Ë_¥Ë_However, to our surprise there were only two waitresses covering the entire area including indoor and outdoor seating. The service was terrible. ¥Ë_¥Ë_It was slow and our waitress was not friendly,241,0,-77.04341,38.8046
0,0,1/22/11,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,2,0,0,7,Not_Recommended,As far as DC pizza goes, it's not bad... but not that great either. ¥Ë_¥Ë_DC food writers and prepsters talk this place up incessantly, so perhaps it's a matter of setting the bar too high. ¥Ë_¥Ë_My last experience was pretty bad; shared the DF and a custom pizza, neither was worth it. ¥Ë_¥Ë_The DF was nearly flavorless without the beef (plus $1 for 3 slices of jalapenos,242,0,-77.03196,38.89037
0,0,11/11/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,2,0,0,4,Not_Recommended,Pizza is good. The rest needs improvement.,Marya W.,0,???,243,0,-77.03196,38.89037
0,0,10/15/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,2,0,0,1,Not_Recommended,Arrived at a busy time. Left our phone number with the incompetent host. He told us the wait would be 25 to 30 minutes. That was fine by us. We had one of their great beers at the bar. 40 minutes later, my husband approached the host to see where we were in the line. He had written our number down wrong, and was extremely rude and obnoxious about it. He said we would be the next table seated. 15 minutes later, and after a few other parties were seated,244,0,-77.03196,38.89037
0,0,7/19/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Hanover,MD,United States,2,0,0,3,Not_Recommended,I went to Comet after seeing an episode of Diners, Drive-ins and Dives in hopes of having a great experience. The food was good, but the service was DREADFUL! I went on a Saturday afternoon around 1 and it was a nice crowd there. The server made good suggestions of pies and said they would be up soon so we chose to hold the salads. What seemed like years later...he came back with the pizzas and they were tasty. Unfortunately, we never saw him again except to go and help other tables. Considering it is July and the heat is excessive it would have been nice to have more water. We also wanted to order dessert,245,0,-76.72414,39.19289
0,0,7/6/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Ponchatoula,LA,United States,2,30,0,2,Not_Recommended,I was really looking forward to dining here when I found out I was stayin 2 blocks away, unfortunately I was pretty disappointed. ¥Ë_¥Ë_We arrived and my wife and I placed our order. ¥Ë_¥Ë_They had to return to the table because they forgot what toppings she ordered. ¥Ë_¥Ë_We were given our dr. Browns root beer (which was fantastic). ¥Ë_¥Ë_About 5-10 mins later, the waiter returned to tell me that they were out of the clams for my pizza. ¥Ë_¥Ë_I reordered and asked for another root beer. ¥Ë_¥Ë_I had to ask for it again when he took my new order. ¥Ë_¥Ë_He then had to return to ask what I had ordered because he had forgotten....again. ¥Ë_¥Ë_Later I was brought my drink.....which was cream soda, not the root beer I ordered. ¥Ë_¥Ë_My wife was delivered the wrong tables pizza before we both got our correct orders. ¥Ë_¥Ë_Now the pizza. ¥Ë_¥Ë_I loved the crust except it was burnt on the edges a bit and underdone in the center causing toppings to slide off. ¥Ë_¥Ë_The sauce was pretty good as was the cheese. ¥Ë_¥Ë_The toppings were sparce,246,0,-90.44116,30.43884
0,0,4/5/10,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Arlington,VA,United States,2,0,0,2,Not_Recommended,Good pizza, lousy serviceI've been to Comet twice now, and while their pizza and wings are good, the service was really bad. I was served a beer I didn't order,247,0,-77.08629,38.8905
0,0,8/24/08,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,2,0,0,11,Not_Recommended,Go to 2Amys for much better pizza and a much better service experience. ¥Ë_¥Ë_This place is cool if you have a ping-pong obsession only,,Darrel V.,0,248,0,-77.03196,38.89037
0,0,8/8/20,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Dallas,TX,United States,3,0,0,1,Not_Recommended,It was decent enough pizza," good beer but small selection. Would've been a better experience if some kid didn't run around screaming about the nonexistent basement.""""",Cyka Blyat ..,0,249,0,-96.79512,32.77822
1,0,5/23/19,https://s3-media0.fl.yelpcdn.com/photo/-ptVm9yI9D_LuNowDAK7AA/60s.jpg,???,,Washington,DC,United States,3,606,0,9,Not_Recommended,Delicious pizza. Great atmosphere. Please install a changing table in the restrooms. It's 2019...,Adam R.,0,???,250,0,-77.03196,38.89037
0,0,11/16/14,https://s3-media0.fl.yelpcdn.com/photo/R6rlzOjKUsZQD8ocW6kX2g/60s.jpg,???,,Washington,DC,United States,3,0,0,9,Not_Recommended,My girlfriend has been nagging me for weeks to come to this place. Being a couple that likes exploring new places to dine," I finally said yes to this constant """"""""let's go here"""""""" ¥Ë_¥Ë_of hers. Walking in", we were immediately greeted and the lady wanted to sit us by the door. We had a 9 year old kid with us and before we were sorted we asked to be placed elsewhere because of the draft coming in the front door. The lady rolled up here eyes and say us elsewhere," tossed the menu on the table and left.I'm not a pizza guy and there was nothing but pizza and a few appetizers in the menu. The lady serving us was great. But you've got to have great food. I've had better pizza delivered to us at home compared to this. $13 plus an extra dollar for eggs and $2 extra for bacon on a breakfast pizza for me is little bit too much for that kind of quality.Would I come back? Absolutely not. But again pizza lovers out there may have a better appreciation of this place than I do.All the best to you guys.""""",251,0,-77.03196,38.89037
0,0,9/20/14,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Baltimore,MD,United States,3,0,0,7,Not_Recommended,Excellent pizza and beer selection. Be wary. I was in a party of five," and they tacked on a 20 percent """"""""large party tip"""""""" without telling me. Because the service had been great", I then added another 20 percent. My mistake, sure,252,0,-76.60926,39.29058
0,0,9/27/13,https://s3-media0.fl.yelpcdn.com/photo/mQOGy3NM-Aqn5tEu2rehqA/60s.jpg,???,,San Gabriel,CA,United States,3,0,0,7,Not_Recommended,I went here a few months ago the restaurant was sparingly bigger than I thought and had a nice neighborhood feel to it. ¥Ë_¥Ë_They have ping pong tables set up in the back. ¥Ë_¥Ë_The pizza and service was pretty good.,Hollie K.,0,???,253,0,-118.10842,34.09723
0,0,7/23/12,https://s3-media0.fl.yelpcdn.com/photo/PBaTkoOK4vuyi11Ij3uvgA/60s.jpg,???,,Washington,DC,United States,3,0,0,8,Not_Recommended,The pizza were pretty but not the best in DC !!!!It's a good spot to hang out after work.,Jason L.,0,???,254,0,-77.03196,38.89037
0,0,4/3/19,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,Northeast Washington,Washington,DC,United States,4,1,0,4,Not_Recommended,Love going to comet ping pong," we go on weekly basis with the kids and they eat and play at same time. Family friendly and community loves them!""""",Karen C.,0,255,0,-113.5091,37.13027
3,0,1/28/17,https://s3-media0.fl.yelpcdn.com/photo/FCzB7bNYljnOQyA9WK6yaQ/60s.jpg,???,,Washington,DC,United States,4,0,0,19,Not_Recommended,Great bar! Decent food the pizza is weirdly small. Interesting toppings and I had fun but please make a giant size down the road.,Jake M.,0,???,256,0,-77.03196,38.89037
0,0,1/24/17,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,4,0,0,4,Not_Recommended,We love Comet! The pizza is great and the ping pong is fun. Occasionally," the pizza is a little overdone but it is cooked in the open oven so that is to be expected. Wonderful place for families!!""""",Deborah F.,0,257,0,-77.03196,38.89037
1,0,12/10/16,https://s3-media0.fl.yelpcdn.com/photo/xmdnhqN8b4a89gtKXZLy2w/60s.jpg,???,,Takoma Park,MD,United States,4,21,0,25,Not_Recommended,"Solid choice for wood-fired pizza. I got """"""""The Front Page",""" a white pizza with Merguez sausage (lamb)", parsley, melted onions,258,0,-77.00988,38.98126
0,0,12/7/16,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Rockville,MD,United States,4,0,0,4,Not_Recommended,My friends and I have been going to Comet Ping Pong for years - we love the pizzas, the variety of options (always works for vegetarians), the beer selection and friendly staff. My personal favorite is the Philly - which isn't a pizza but a really yummy calzone. The Steel Wheels pizza is often a favorite. ¥Ë_¥Ë_When I've gone by myself and eaten at the bar, the service was very quick and attentive. Brunch works well there but there aren't a great variety of options. ¥Ë_¥Ë_This is a great family,259,0,-77.15118,39.08196
0,0,11/25/16,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Birdsboro,PA,United States,4,0,0,1,Not_Recommended,The best Pizza I have ever had. ¥Ë_¥Ë_Crisp on the bottem, ¥Ë_¥Ë_the right amount of chewiness, the perfect air pockets. ¥Ë_¥Ë_And don't get me started on the awesome olives. ¥Ë_¥Ë_The white make your pizza, add ricotta and sun dried tomatoes...mmmmm,260,0,-75.80822,40.2659
0,0,9/14/15,https://s3-media0.fl.yelpcdn.com/photo/IHrbeDyC0y338HO1oRJpKQ/60s.jpg,???,,Chevy Chase,MD,United States,4,2,0,2,Not_Recommended,I love Comet. They have excellent pizza and their beer selection is unparalleled. I would say that the trick to going is finding that perfect sliver of time before the cool kids come out for late-night grub and after the parents fill little ones tummies with dinner. Every time I've been," I've had great service and great food. This is definitely my go-to place for excellent pizza and beer.""""",Alice M.,0,261,0,-77.07637,38.97122
0,0,2/17/15,https://s3-media0.fl.yelpcdn.com/photo/VZMvsKByzYPksoYvLxL88A/60s.jpg,???,,Washington,DC,United States,4,0,0,1,Not_Recommended,Amazing pizza and drinks great kid friendly atmosphere with ping pong tables to play when your waiting for your food and your must get the wings best I've ever had,Darren N.,0,???,262,0,-77.03196,38.89037
0,0,2/13/15,https://s3-media0.fl.yelpcdn.com/photo/KFsUD0WbGipUbQ5GdX-_cQ/60s.jpg,???,,Washington,DC,United States,4,0,0,1,Not_Recommended,Amazing pizza and drinks great kid friendly atmosphere with ping pong tables to play when your waiting for your food and your must get the wings best I've ever had,Karon L.,0,???,263,0,-77.03196,38.89037
0,0,2/12/15,https://s3-media0.fl.yelpcdn.com/photo/5iiKJZg1R206NDnRIyS5uQ/60s.jpg,???,,Washington,DC,United States,4,0,0,2,Not_Recommended,Amazing pizza and drinks great kid friendly atmosphere with ping pong tables to play when your waiting for your food and your must get the wings best I've ever had,Amanda M.,0,???,264,0,-77.03196,38.89037
0,0,7/31/13,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Albemarle,NC,United States,4,0,0,5,Not_Recommended,Great Pizza and free ping pong. What more can you ask for?!,Peter M.,0,???,265,0,-80.19566,35.35023
0,0,5/22/13,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,4,0,0,2,Not_Recommended,Delicious pizza," fun place for families with kids.""""",Dana S.,0,266,0,-77.03196,38.89037
40,0,10/26/20,https://s3-media0.fl.yelpcdn.com/photo/08HPdoozVUQa7wkmxfbzKA/60s.jpg,https://yelp.com/user_details?userid=uRcz4BTBlavCORLhbxDMmg,,Ellicott City,MD,United States,4,589,1,38,Recommended,Great tasting craft pizza. Their ingredients are pretty unique," offering the usual toppings to toppings such as lamb and many vegan options. You can even turn any pizza (either building your own or one of their specialties) into a calzone.This was my fourth visit here over the years and every time I've been pleased with the service and the food. You can also order food to go and delivery if you aren't comfortable sitting inside amidst the pandemic.""""",Nicole B.,0,267,0,-76.79924,39.26871
0,0,2/18/13,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Arlington,VA,United States,4,1,0,5,Not_Recommended,Very good, really cool atmosphere. ¥Ë_¥Ë_They had the game on a huge projection screen. ¥Ë_¥Ë_A lot of kids, so it was loud, but that is to expected at a place fun like this. ¥Ë_¥Ë_The food was delicious,268,0,-77.08629,38.8905
0,0,1/14/13,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,4,0,0,1,Not_Recommended,My wife and I enjoy both pizza and ping-pong, so this place was a pretty safe bet from the start," and it exceeded expectations in most respects.I'll break the experience down chronologically.Hostess greeted us kindly and seated us right away. ¥Ë_¥Ë_The dining space is very open and well-lit by a central skylight. ¥Ë_¥Ë_A very large """"""""abstract-industrial"""""""" sculpture hangs just below the skylight. ¥Ë_¥Ë_It's cool if you like that sort of thing. ¥Ë_¥Ë_There's a big projection screen that hangs on the wall", and it was showing a film demonstrating some sort of large-scale Rube Goldberg device (think large Mouse Trap type thing). ¥Ë_¥Ë_Not sure why that film was chosen,269,0,-77.03196,38.89037
5,0,1/4/13,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,???,,Washington,DC,United States,4,1,0,4,Not_Recommended,Love this place. Fun atmosphere, good food. The pizzas are tasty but don't forget to order the WINGS too!! ¥Ë_¥Ë_Comet's spicy wings have a unique favor profile," which is different from other """"""""hot"""""""" wings. The staff is helpful and seem happy to be employeed there. I always bring our out-of-town guests to COMET.""""",UrbanFood E.,270,0,-77.03196,38.89037
1,0,10/25/12,https://s3-media0.fl.yelpcdn.com/photo/UXeVEw-02uarssnyAkiCJw/60s.jpg,???,,Durham,NC,United States,4,5,0,140,Not_Recommended,Cool restaurant unique options, and beer pong," not beer pong.""""",J.m. R.,271,0,-78.89644,35.99542
